Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
9782,"MAGNESIUM SULFATE 50% VIAL 1 g, 2 mL","MAGNESIUM SULFATE 50% VIAL 1 g, 2 mL",,,,J3475,2.0,250,2019-01-01,,CC_PHARMACY,1.0,25.0,0.0,1.0,Pharmacy,Granite_County_Medical_Center
1011," PORTABLE OXYGEN CONTENTS, GASEOUS, 1 MONTH'S SUPPLY = 1 UNIT",,,53.6,,E0443,1.0,290,2017-06-06,,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
9749,POTASSIUM 20MEQ/50ML IVF,,,,,J3480,10.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
1003,SWING BED SEMI PRIVATE,SWING BED SEMI PRIVATE,,4162.0,,,1.0,120,2018-02-21,2019-06-04,SWING BED,,,,,Standard,Granite_County_Medical_Center
1002,SWING BED PRIVATE,SWING BED PRIVATE,,4162.0,,,1.0,110,2017-06-01,2019-06-04,SWING BED,,,,,Standard,Granite_County_Medical_Center
1000,ACUTE IP ROOM CHARGES,ACUTE IP ROOM CHARGES,,4994.0,,,1.0,120,2018-02-21,2019-06-04,INPATIENT,,,,,Standard,Granite_County_Medical_Center
6280,"VARICELLA ZOSTER, VAB, IGG",,,155.0,,86787,1.0,300,2019-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6281,"VARICELLA ZOSTER, VAB, IGM",,,150.0,,86787,1.0,300,2019-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9174,CYCLOBENZAPRINE 10 MG TABLET,CYCLOBENZAPRINE 10 MG TABLET,,8.5,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,8.5,,,Standard,Granite_County_Medical_Center
6282,URINE EOSINOPHILS,,,24.5,,87205,1.0,300,2019-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6283,TRANSFERRIN,,,30.0,,84466,1.0,300,2019-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6073,HCV RNA QUANT (PCR) RFLX,HCV RNA QUANT (PCR) RFLX,,160.0,,87522,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6284,THERAPEUTIC PHLEBOTOMY 500CC W/ HEMOGRAM,,,85.0,,99195,1.0,300,2019-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6285,"VZV (VARICELLA-ZOSTER) IGG+IGM AB, SERUM",,,55.0,,86787,1.0,300,2019-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6043,CULTURE BLOOD (2ND SPECIMEN),CULTURE BLOOD (2ND SPECIMEN),,125.0,,87040,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6044,CULTURE BLOOD RFLX,CULTURE BLOOD RFLX,,125.0,,87040,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6259,"ESTROGEN, TOTAL, SERUM",,,58.0,,82672,1.0,300,2018-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6266,"AMITRYPTYLINE (ELAVIL), SERUM",,,58.0,,80335,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6048,CULTURE STOOL (NO SMR) RFLX,CULTURE STOOL (NO SMR) RFLX,,89.0,,87046,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6041,CULTURE B STREP (A) SCR RFLX THROAT CULTURE,CULTURE B STREP (A) SCR RFLX,,58.0,,87081,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6042,CULTURE B STREP (B) SCR RFLX RECTAL OR VAGINAL,CULTURE B STREP (B) SCR RFLX,,62.0,,87081,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9690,"VIT D2 1.25 MG (50,000 UNIT)","VIT D2 1.25 MG (50,000 UNIT)",,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,8.0,8.0,1.0,Pharmacy,Granite_County_Medical_Center
6279,"PANCREATIC ELASTASE, STOOL",,,181.0,,82656,1.0,300,2019-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6173,CALPROTECTIN FECAL,CALPROTECTIN FECAL,,325.0,,83993,1.0,300,2017-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6254,"BORDETELLA PERTUSSIS, DNA (NP SWAB)",,,58.0,,87070,1.0,306,2018-03-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6122,QUANTIFERON TB GOLD IN TUBE,,,68.0,,86480,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6277,"CRYPTOSPORIDIUM, EIA, STOOL",,,62.0,,87328,1.0,300,2019-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6216,CHLAMYDIA TRACHOMATIS BY APTIMA,,,62.0,,87491,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6083,"HEPATITIS PANEL, ACUTE RFLX","HEPATITIS PANEL, ACUTE RFLX",,102.0,,80074,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6084,"HEPATITIS PANEL, CHRONIC RFLX","HEPATITIS PANEL, CHRONIC RFLX",,102.0,,80074,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6255," ABO GROUP/RH TYPE, WHOLE BLOOD",,,105.0,,86900,1.0,300,2018-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6258,"MTHFR (METHYLENETETRAHYDROFOLATE REDUCTASE), WHOLE BLOOD",,,210.0,,81291,1.0,300,2018-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6175,HOMOCYSTEINE,,,75.0,,83090,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6265,THYROXINE-BINDING GLOBULIN,,,52.0,,84442,1.0,300,2018-11-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6250,ZINC,,,75.0,,84630,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6178,FREE THYROXINE INDEX,,,52.0,,84999,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9185,DIAZEPAM 20MG RECTAL,DIAZEPAM 20MG RECTAL,,,,J3360,1.0,250,2017-06-06,,CC_PHARMACY,1.0,625.0,326.0,1.0,Pharmacy,Granite_County_Medical_Center
9182,DIAZEPAM 10MG/2ML,DIAZEPAM 10MG/2ML,,,,J3360,1.0,258,2017-06-06,,CC_PHARMACY,1.0,141.0,42.0,1.0,Pharmacy,Granite_County_Medical_Center
9187,DIAZEPAM 5MG/ML,DIAZEPAM 5MG/ML,,70.5,,J3360,1.0,258,2017-06-06,,CC_PHARMACY,1.0,70.5,,,Standard,Granite_County_Medical_Center
9461,MORPHINE 2MG/ML,MORPHINE 2MG/ML,,,,J2270,1.0,258,2017-06-06,,CC_PHARMACY,1.0,34.0,2.4,1.0,Pharmacy,Granite_County_Medical_Center
9460,MORPHINE 10MG/ML,MORPHINE 10MG/ML,,,,J2270,1.0,258,2017-06-06,,CC_PHARMACY,1.0,50.0,50.0,1.0,Pharmacy,Granite_County_Medical_Center
9462,MORPHINE 4MG/1ML,MORPHINE 4MG/1ML,,,,J2270,1.0,258,2017-06-06,,CC_PHARMACY,1.0,40.0,40.0,1.0,Pharmacy,Granite_County_Medical_Center
9242,FENTANYL 100MCG/2ML INJ,FENTANYL 100MCG/2ML INJ,,,,J3010,1.0,258,2017-06-06,,CC_PHARMACY,1.0,35.0,1.9,1.0,Pharmacy,Granite_County_Medical_Center
6286,"LH (LUTEINIZING HORMONE), SERUM",,,32.0,,83002,1.0,300,2019-10-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6085,HIV 1/2 AG/AB RFLX TO SUPPL,HIV 1/2 AG/AB RFLX TO SUPPL,,85.0,,87389,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6287,HEREDITARY HEMOCHROMATOSIS; HFE GENE C282Y,,,248.0,,81256,1.0,300,2019-11-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6288,CALCITONIN,,,62.9,,82308,1.0,300,2019-11-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9785,"heparin SOD 5,000 UNIT/ML VIAL 5000 unit, 1 mL","heparin SOD 5,000 UNIT/ML VIAL 5000 unit, 1 mL",,,,J1644,1.0,258,2020-01-01,,CC_PHARMACY,1.0,315.0,315.0,1.0,Pharmacy,Granite_County_Medical_Center
9787,"THROMBOLYSIS, CORONARY; BY INTRAVENOUS INFUSION",,,75.0,,92977,1.0,258,2020-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
9783,"TNKase 50 MG KIT 1 ea, 1 each","TNKase 50 MG KIT 1 ea, 1 each",,,,J3101,1.0,258,2020-01-16,2020-01-28,CC_PHARMACY,1.0,8580.0,5700.0,1.0,Pharmacy,Granite_County_Medical_Center
9784,"heparin SOD 5,000 UNIT/ML VIAL 5000 unit, 1 mL","heparin SOD 5,000 UNIT/ML VIAL 5000 unit, 1 mL",,,,J1644,1.0,258,2020-01-16,2020-01-28,CC_PHARMACY,1.0,315.0,315.0,1.0,Pharmacy,Granite_County_Medical_Center
5728,CANNULA INFANT NASAL 7',,,16.0,,,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5729,AIRLIFE SALINE 3ML VIAL,,,2.5,,,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5730,AIRLIFE SALINE 15ML VIAL,,,5.5,,,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5731,BRIEF TRANQUILITY BARIATRIC  3XL,,,85.0,,,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5732,GLOVES STERILE SURGICAL  SZ 8.5,,,6.5,,A4930,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5733,GLOVES STERILE SURGICAL SZ 7,,,6.5,,A4930,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5734,GLOVES STERILE SURGICAL SZ 7,,,6.5,,A4930,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5735,GLOVES STERILE SURGICAL SZ 6.5,,,6.5,,A4930,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5736,SPLINT WRIST 6IN UNIV  LEFT,,,52.0,,A4570,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5737,SPLINT WRIST 6 IN UNIV  RIGHT,,,52.0,,A4570,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5739,TRAY FOLEY CATH 100% SILICONE 16FR,,,52.0,,A4314,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5740,TRAY FOLEY CATH 100% SILICONE 14FR,,,70.0,,A4314,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5738,TRAY FOLEY CATH 100%  SILICONE 18F,,,52.0,,A4314,1.0,270,2018-10-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
3131,TELEHEALTH ORIGINATING SITE FACILITY FEE,,,42.0,,Q3014,1.0,450,2020-02-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
9545,PIPERACILLIN /TAZOBACTAM  ZOSYN 3.375 MG INJ,PIPERACILLIN /TAZOBACTAM  ZOSYN 3.375 MG INJ,,,,J2543,1.0,258,2017-06-06,,CC_PHARMACY,1.0,50.0,50.0,1.0,Pharmacy,Granite_County_Medical_Center
4003,NEBULIZER BREATHING TREATMENT SUBSEQUENT,,,86.0,,94664,1.0,981,2017-08-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
6260,VANCOMYCIN TROUGH LEVEL,,,85.0,,80202,1.0,300,2018-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6261,VANCOMYCIN PEAK LEVEL,,,85.0,,80202,1.0,300,2018-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9674,VANCOMYCIN 1 GM VIAL,VANCOMYCIN 1 GM VIAL,,,,J3370,1.0,258,2017-06-06,,CC_PHARMACY,1.0,74.6,7.2,1.0,Pharmacy,Granite_County_Medical_Center
9058,AMPICILLIN SODIUM/SULBACTAM UNASYN 1.5 GM,AMPICILLIN SODIUM/SULBACTAM UNASYN 1.5 GM,,,,J0295,1.0,258,2017-06-06,,CC_PHARMACY,1.0,95.0,95.0,1.0,Pharmacy,Granite_County_Medical_Center
9409,METADATE CD 10 MG CAPSULE,METADATE CD 10 MG CAPSULE,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,33.0,33.0,1.0,Pharmacy,Granite_County_Medical_Center
9424,METHYLPHENIDATE CD 10 MG CAP,METHYLPHENIDATE CD 10 MG CAP,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,36.52,36.52,1.0,Pharmacy,Granite_County_Medical_Center
8233,MRI BRAIN W/O CONTRAST,,,2000.0,,70551,1.0,611,2020-01-01,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
2134,"AMBULANCE SERVICE, BLS, EMERGENCY TRANSPORT, ALL INCLUSIVE (MILEAGE AND SUPPLIES)",,1.0,,,A0429,1.0,981,2018-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
6290,"FOOD ALLERGEN PANEL (11), SERUM",,,153.2,,86003,1.0,300,2020-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6291," AVOCADO IGE, SERUM",,,46.4,,86003,1.0,300,2020-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6289,"CELIAC DISEASE COMPREHENSIVE PANEL, SERUM",,,725.0,1.0,,,300,2020-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6292,COVID-19 (SARS CORONAVIRUS 2) RNA-PCR NP,,,70.0,,87635,1.0,300,2020-02-01,,LAB/RAD,,,,,Standard,Granite_County_Medical_Center
6293,"COVID19 (SARS COV2) IGG, QUALITATIVE, SERUM",,,75.0,,86769,1.0,300,2020-04-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6304,"COMPLEMENT C3, SERUM",,,32.0,,86160,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6306,"C-PEPTIDE, URINE 24HR, QN",,,51.0,,84681,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6307,"PROTEIN ELECTROPHORESIS, 24HR URINE",,,101.0,,84166,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
8025,CT CHEST W/O,CT CHEST W/O,,1700.0,,71250,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8027,CT CHEST WITH CONTRAST,CT CHEST WITH CONTRAST,,1900.0,,71260,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8019,CT ABD  WITH AND W/O CONTRAST,CT ABD  WITH AND W/O CONTRAST,,2600.0,,74170,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
9788,"TRANEXAMIC ACID 1,000 MG/10 ML 1000 mg, 10 mL","TRANEXAMIC ACID 1,000 MG/10 ML 1000 mg, 10 mL",,,,J3490,1.0,250,2020-06-17,,PHILIPSBURG CLINIC,1.0,130.0,30.0,1.0,Pharmacy,Granite_County_Medical_Center
9789,"INFANTS IBU-DROPS SUSPENSION 50 mg, 30 mL","INFANTS IBU-DROPS SUSPENSION 50 mg, 30 mL",,,,,1.0,250,2020-04-01,,EMERGENCY DEPARTMENT,,12.0,5.0,1.0,Pharmacy,Granite_County_Medical_Center
5750,"BAIR HUGGER BLANKET, ADULT",,,285.0,,,1.0,270,2020-07-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
3132,CPR,,,593.0,,92950,1.0,987,2019-07-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
3041,INTUBATION  ENDOTRACHEAL,INTUBATION  ENDOTRACHEAL,,375.0,,31500,1.0,981,2017-06-06,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
6214,HSV TYPE 1 AB IGG,,,160.0,,86695,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6215,HSV TYPE 2 AB IGG,,,160.0,,86696,1.0,300,2017-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6305,"COMPLEMENT C4, SERUM",,,132.0,1.0,,,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6308,"ERYTHROPOIETIN (EPO), SERUM",,,49.0,,82668,1.0,300,2020-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6309,GLUTAMIC ACID DECARBOXYLASE,,,69.5,,86341,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6294,"LYME DISEASE, IGG AB, WESTERN BLOT, SERUM",,,35.0,,86617,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6295,"LYME DISEASE, IGM AB, WESTERN BLOT, SERUM",,,35.0,,86617,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6296,"MYELIN ASSOC. GLYCOPROTEIN (MAG), IGG AB, SERUM",,,154.0,,86255,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6297,"MYELIN ASSOC. GLYCOPROTEIN (MAG), IGM AB, CSF",,,154.0,,86255,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6298,"MYELIN BASIC PROTEIN (MBP), CSF",,,78.0,,83873,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6299,"LEAD, URINE, RANDOM, QL",,,65.0,,83655,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6300,"MERCURY, URINE, RANDOM, QL",,,86.0,,83825,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6301,"ARSENIC, URINE, RANDOM, QL",,,85.0,,82175,1.0,300,2020-05-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
8036,CT ORBIT W/O,CT ORBIT W/O,,1500.0,,70480,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8241,"CT ANGIOGRAPHY, ABDOMEN",,,2200.0,,74175,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8242,"CT ANGIOGRAPHY ADOMEN AORTA AND BILATERAL ILIOFEMORAL LOWER EXTREMITY RUNOFF,",,,2600.0,,75635,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8243,CT ANGIOGRAPHY ABDOMEN AND PELVIS,,,2700.0,,74174,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8244,CT ANGIOGRAPHY CHEST (NONCORONARY),,,2200.0,,71275,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8245,CT  ANGIOGRAPHY UPPER EXTREMITY,,,1400.0,,73206,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8246,CT ANGIOGRAPHY LOWER EXTREMITY,,,1100.0,,73706,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8247,CT ANGIOGRAPHY HEAD,,,1600.0,,70496,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8248,CT ANGIOGRAPHY NECK,,,2500.0,,70498,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8249,CT ANGIOGRAPHY PELVIS,,,1300.0,,72191,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8031,CT HEAD WITH CONTRAST,CT HEAD WITH CONTRAST,,1700.0,,70460,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8030,CT HEAD WITH AND W/O CONTRAST,CT HEAD WITH AND W/O CONTRAST,,2400.0,,70470,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8038,CT ORBIT WITH CONTRAST,CT ORBIT WITH CONTRAST,,1500.0,,70481,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8037,CT ORBITWITH AND WITHOUT CONTRAST,CT ORBITWITH AND WITHOUT CONTRAST,,1700.0,,70482,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8032,CT MAX/FACIAL OR SINUS COMPLETE W/O,CT MAX/FACIAL OR SINUS COMPLETE W/O,,1500.0,,70486,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8033,CT MAX/FACIAL WITH CONTRAST,CT MAX/FACIAL WITH CONTRAST,,1700.0,,70487,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8235,CT MAX FACIAL COMPLETE WITH AND W/O CONTRAST,,,1850.0,,70488,1.0,351,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8034,CT NECK W/O,CT NECK W/O,,1500.0,,70490,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8035,CT NECK WITH CONTRAST,CT NECK WITH CONTRAST,,1850.0,,70491,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8236,CT  NECK SOFT TISSUE WITH AND W/O CONTRAST,,,2250.0,,70492,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8026,CT CHEST WITH AND W/O CONTRAST,CT CHEST WITH AND W/O CONTRAST,,2300.0,,71270,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8044,CT SPINE CERVICAL WITH CONTRAST,CT SPINE CERVICAL WITH CONTRAST,,2000.0,,72126,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8238,CT SPINE THORACIC WITH AND W/O CONTRAST,,,2300.0,,72130,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8052,CT SPINE THORACIC WITH CONTRAST,CT SPINE THORACIC WITH CONTRAST,,2000.0,,72129,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8237,CT SPINE CERVICAL WITH AND W/O CONTRAST,,,2200.0,,72127,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8049,CT SPINE LUMBAR W/O,CT SPINE LUMBAR W/O,,1700.0,,72131,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8050,CT SPINE LUMBAR WITH CONTRAST,CT SPINE LUMBAR WITH CONTRAST,,2000.0,,72132,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8239,CT SPINE LUMBAR WITH AND W/O CONTRAST,,,2300.0,,72133,1.0,350,2020-07-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8040,CT PELVIS WITH AND W/O CONTRAST,CT PELVIS WITH AND W/O CONTRAST,,2200.0,,72194,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8023,CT ABD W/O,CT ABD W/O,,1800.0,,74150,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8024,CT ABD WITH CONTRAST,CT ABD WITH CONTRAST,,2200.0,,74160,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8022,CT ABD PELVIS WITH CONTRAST,CT ABD PELVIS WITH CONTRAST,,2800.0,,74177,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8021,CT ABD PELVIS WITH AND W/O CONTRAT,CT ABD PELVIS WITH AND W/O CONTRAT,,3200.0,,74178,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
6310,"CYCLOSPORA SMEAR, STOOL",,,68.0,,87206,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6311,"G6PD (GLUCOSE 6-PHOSPHATE DEHYDROGENASE), QUANT, RBC",,,65.0,,82955,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
8045,CT EXTREMITY LOWER W/O CONTRAST,CT SPINE EXTREMITY LOWER W/O,,1475.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8046,CT EXTREMITY LOWER WITH CONTRAST,CT SPINE EXTREMITY LOWER WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8047,CT EXTREMITY UPPER  WITH CONTRAST,CT SPINE EXTREMITY UPPER  WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8048,CT EXTREMITY UPPER W/O,CT SPINE EXTREMITY UPPER W/O,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
6312,THYROTROPIN RECEPTOR AB,,,155.0,,83520,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6316,VITAMIN B6 (PYROXINE),,,69.5,,84207,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6317,"CRYSTAL, SYNOVIAL/JOINT FLUID",,,58.23,,89060,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6313,"PSA, ULTRASENSITIVE (SEND-OUT)",,,112.0,,84153,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6314,"PROSTATIC ACID PHOSPHATASE (PAP), SERUM",,,32.0,,84066,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6315,SEX HORMONE BINDING GLOBULIN,,,30.25,,84270,1.0,300,2020-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
8009,ARTERIAL DOPPLER CLAUDICATION,ARTERIAL DOPPLER CLAUDICATION,,493.0,,93925,1.0,400,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
5751,ABDOMINAL BINDER,,,22.0,1.0,,1.0,521,2020-09-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
9450,MIDAZOLAM 5MG/ML,MIDAZOLAM 5MG/ML,,,,J2250,1.0,258,2017-06-06,,CC_PHARMACY,1.0,38.0,3.4,1.0,Pharmacy,Granite_County_Medical_Center
5752,MERCURY MEDICAL CPAP MASK FLOW-SAFE II EZ,,,285.0,,,1.0,270,2020-09-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
9790,Mucinex ER 600 MG TABLET,Mucinex ER 600 MG TABLET,,,,,1.0,250,2020-11-18,,CC_PHARMACY,,2.0,1.5,1.0,Pharmacy,Granite_County_Medical_Center
