CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Default),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Federal),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Medicare Advantage),Payer Negotiated Charge: Medicare A MT JF (Plan: All),Payer Negotiated Charge: Medicare B MT JF (Plan: All),Payer Negotiated Charge: Medicare Railroad Palmetto GBA (Plan: All),hospital
3640008,430,97535,GO,,,,OT-SELF CARE TRAIN-HOME,127.0,127.0,86.81,86.81,,,,,86.81,,,Fallon_Medical_Complex_Hospital
3640009,430,97537,GO,,,,OT-COMM/WORK REINTRODUCT,119.0,119.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640010,430,97542,GO,,,,OT-WHEELCHAIR MGMT/TRAIN,151.0,151.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640015,430,97129,GO,,,,OT-SKILLS DEVELOPMENT,98.0,98.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640022,430,97035,GO,,,,OT-MODALITY-ULTRASOUND,65.0,65.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640024,430,97597,GO,,,,OT-WOUND CARE SELEC<20CM,288.0,288.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640025,430,97602,GO,,,,OT-WOUND CARE/NON-SELECT,149.0,149.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640026,430,99999,,,,,OT SCHOOL CONTRACT/15MIN,35.0,35.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640029,430,99999,,,,,OT CONTRACT MILES,0.58,0.58,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640032,430,99999,,,,,OT- SCHOOL TRAVEL/15 MIN,35.0,35.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640093,430,99999,,,,,OT DAHL CONTRACT/15 MIN,19.0,19.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640094,430,99999,,,,,OT DAHL TRAVEL/15 MIN,19.0,19.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640095,434,97165,GO,,,,OT EVAL LOW COMPLEX,275.0,275.0,181.28,181.28,,,,,181.28,,,Fallon_Medical_Complex_Hospital
3640096,434,97166,GO,,,,OT EVAL MOD COMPLEX,275.0,275.0,181.03,181.03,,,,,181.03,,,Fallon_Medical_Complex_Hospital
3640097,434,97167,GO,,,,OT EVAL HIGH COMPLEX,275.0,275.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640098,434,97168,GO,,,,OT EVAL (RE) VISIT CHG,175.0,175.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3640102,430,95992,,,,,OT CANALITH REPOSITIONING,161.0,161.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000001,521,99999,,,,,INSURANCE EXAM -NURSE,72.0,72.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000004,521,11719,,,,,"NAIL TRIMMING, ANY NUMBER",35.0,35.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000005,521,11720,,,,,"DEBRIDEMENT OF NAIL, 1 TO 5",76.0,76.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000010,521,10040,,,,,ACNE REMOVAL SURGICALLY,130.0,130.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000012,521,10060,,,,,INCISION & DRAINAGE,267.0,267.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000013,521,10061,,,,,"INC & DRAINAGE, MULTIPLE",478.0,478.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000014,521,10080,,,,,I&D PILONIDAL CYST SIMPL,467.0,467.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000015,521,10120,,,,,FOREIGN BODY INC/REM SIM,343.0,343.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000016,521,10121,,,,,FOREIGN BODY REMOV COMPL,621.0,621.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000018,521,10160,,,,,PUNCT ASP. FLUID OR ABSC,297.0,297.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000019,521,11000,,,,,SKIN DEBRIDEMENT,123.0,123.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000021,521,11042,,,,,"DEBRIDEMENT, SKIN / ULCER",248.0,248.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000028,521,11104,,,,,PUNCH BIOPSY,278.0,278.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000029,521,11105,,,,,PUNCH BIO EA ADDL LESION,134.0,134.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000030,521,11200,,,,,SKIN TAG REMOVAL,197.0,197.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000031,521,11201,,,,,SKIN TAG REMOVE-(#16-25),42.0,42.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000032,521,11300,,,,,SHAVING LESION- TRUNK/ ARM/ LEG <0.5CM,222.0,222.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000033,521,11301,,,,,SHAVING LESION- TRUNK/ ARM/ LEG 0.6 -1CM,269.0,269.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000034,521,11302,,,,,SHAVING LESION- TRUNK/ ARM/ LEG 1.1 -2CM,319.0,319.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000036,521,11305,,,,,SHAVING LESION- HEAD/ EXTREM <0.5CM,233.0,233.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000037,521,11306,,,,,SHAVING LESION- HEAD/ EXTREM 0.6 -1CM,273.0,273.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000038,521,11307,,,,,SHAVING LESION- HEAD/ EXTREM 1.1 -2CM,327.0,327.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000040,521,11310,,,,,SHAVING LESION- FACE <0.5CM,257.0,257.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000041,521,11311,,,,,SHAVING LESION- FACE 0.6 -1CM,312.0,312.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000044,521,11400,,,,,EXCISON BENIGN LES- TRUNK/ARM/LEG <0.5CM,286.0,286.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000045,521,11401,,,,,EXCISON BENIGN LES-TRUNK/ARM/LEG 0.6-1CM,339.0,339.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000046,521,11402,,,,,EXCISON BENIGN LES-TRUNK/ARM/LEG 1.1-2CM,377.0,377.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000048,521,11404,,,,,EXCISON BENIGN LES-TRUNK/ARM/LEG 3.1-4CM,495.0,495.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000051,521,11421,,,,,EXCISON BENIGN LESION- HEAD/EXT 0.6- 1CM,354.0,354.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000052,521,11422,,,,,EXCISON BENIGN LESION- HEAD/EXT 1.1- 2CM,399.0,399.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000062,521,11600,,,,,EXCISION MALGINANT LESIO,438.0,438.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000063,521,11601,,,,,EXCISION MALGINANT LESIO,522.0,522.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000064,521,11602,,,,,EXCISION MALGINANT LESIO,562.0,562.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000069,521,11621,,,,,EXCISION MALGINANT LESIO,524.0,524.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000075,521,11641,,,,,EXCISION MALGINANT LESIO,542.0,542.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000080,521,11730,,,,,NAIL AVULSION,231.0,231.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000081,521,11732,,,,,"NAIL AVULSION, EACH ADDT",99.0,99.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000083,521,11750,,,,,NAIL BED REMOVAL,501.0,501.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000084,521,11760,,,,,NAILBED REPAIR,513.0,513.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000085,521,11765,,,,,NAILSKIN WEDGE EXCISION,384.0,384.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000089,521,12001,,,,,LAC REPAIR SIMPLE <2.5CM,281.0,281.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000090,521,12002,,,,,LAC REPAIR SIMPLE 2.6 TO 7.5CM,291.0,291.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000091,521,12004,,,,,LAC REPAIR SIMPLE 7.6 TO 12.5CM,297.0,297.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000092,521,12005,,,,,LAC REPAIR SIMPLE 12.6 TO 20.0CM,374.0,374.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000093,521,12006,,,,,LAC REPAIR SIMPLE 20.1-30CM,449.0,449.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000094,521,12007,,,,,LAC REPAIR SIMPLE >30CM,513.0,513.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000095,521,12011,,,,,LAC REPAIR SIMPLE FACE <2.5CM,308.0,308.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000096,521,12013,,,,,LAC REPAIR SIMPLE FACE 2.6 TO 5CM,314.0,314.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000097,521,12014,,,,,LAC REPAIR SIMPLE FACE 5.1 TO 7.5CM,337.0,337.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000098,521,12015,,,,,LAC REPAIR SIMPLE FACE 7.6 TO 12.5CM,384.0,384.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000099,521,12016,,,,,LAC REPAIR SIMPLE FACE 12.6 TO 20CM,480.0,480.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000100,521,12017,,,,,LAC REPAIR SIMPLE FACE 20.1 TO 30CM,510.0,510.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000102,521,12031,,,,,LAC REPAIR INTER <2.5CM,545.0,545.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000103,521,12032,,,,,LAC REPAIR INTER 2.6 TO 7.5CM,681.0,681.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000104,521,12034,,,,,LAC REPAIR INTER 7.6 TO 12.5CM,721.0,721.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000105,521,12035,,,,,LAC REPAIR INTER 12.6 TO 20CM,860.0,860.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000106,521,12036,,,,,LAC REPAIR INTER 20.1 TO 30CM,963.0,963.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000107,521,12037,,,,,LAC REPAIR INTER >30CM,1093.0,1093.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000108,521,12041,,,,,LAC REPAIR INTER EXT <2.5CM,561.0,561.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000109,521,12042,,,,,LAC REPAIR INTER EXT 2.6 TO 7.5CM,653.0,653.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000110,521,12044,,,,,LAC REPAIR INTER EXT 7.6 TO 12.5CM,827.0,827.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000111,521,12045,,,,,LAC REPAIR INTER EXT 12.6 TO 20CM,907.0,907.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000112,521,12046,,,,,LAC REPAIR INTER EXT 20.1 TO 30CM,1144.0,1144.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000113,521,12047,,,,,LAC REPAIR INTER EXT >30CM,1254.0,1254.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000114,521,12051,,,,,LAC REPAIR INTER FACE <2.5CM,603.0,603.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000115,521,12052,,,,,LAC REPAIR INTER FACE 2.6 TO 5CM,676.0,676.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000116,521,12053,,,,,LAC REPAIR INTER FACE 5.1 TO 7.5CM,792.0,792.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000117,521,12054,,,,,LAC REPAIR INTER FACE 7.6 TO 12.5CM,831.0,831.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000118,521,12055,,,,,LAC REPAIR INTER FACE 12.6 TO 20CM,1086.0,1086.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000119,521,12056,,,,,LAC REPAIR INTER FACE 20.1 TO 30CM,1226.0,1226.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000120,521,12057,,,,,LAC REPAIR INTER FACE >30CM,1355.0,1355.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000121,521,13101,,,,,LAC REPAIR COMPLEX 2.6 TO 7.5CM,890.0,890.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000122,521,13121,,,,,LAC COMPLEX HEAD/EXT 2.6 TO 7.5CM,979.0,979.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000123,521,13122,,,,,LAC COMP HEAD/EXT >7.5(EACH ADDT 5CM),301.0,301.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000124,521,13131,,,,,LAC REPAIR COMP FACE/HAND <2.5CM,867.0,867.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000125,521,13132,,,,,LAC REPAIR COMP FACE/HAND 2.6 TO 7.5CM,1248.0,1248.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000126,521,13151,,,,,LACERATION REPAIR COMPLEX,946.0,946.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000128,521,16000,,,,,BURN CARE 1ST DEGREE,160.0,160.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000129,521,16020,,,,,BURN CARE 2ND DEGREE PART THICKNESS/DRESSING,188.0,188.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000130,521,16025,,,,,BURN CARE 2ND DEGREE 5-10% PART THICKNESS/DRES,342.0,342.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000131,521,16030,,,,,BURN CARE 2ND DEGREE >10% PART THICKNESS/DRESS,432.0,432.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000132,521,17110,,,,,WART DESTRUCTION UP TO 14,264.0,264.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000133,521,17111,,,,,WART DESTRUCTION 15 UP,298.0,298.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000134,521,17000,,,,,"CRYO, AK OR SK 1ST LESION",174.0,174.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000136,521,20520,,,,,"FOREIGN BODY REM, MUSCLE",470.0,470.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000137,521,20550,,,,,INJ TRIGGER POINT SINGLE LIGAMENT,145.0,145.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000138,521,20551,,,,,INJ TRIGGER POINT-SINGLE TENDON,136.0,136.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000139,521,20552,,,,,"INJ TRIGGER POINT, 1-2 MUSCLE",127.0,127.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000140,521,20553,,,,,"INJ TRIGGER POINT, 3 OR MORE MUSCLES",328.0,328.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000141,521,20600,,,,,INJ/ ASP SMALL JOINT OR BURSA,116.0,116.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000142,521,20605,,,,,"ASP OR INJ, INTERMED JT",137.0,137.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000143,521,20610,,,,,INJ/ ASP MAJOR JOINT OR BURSA,214.0,214.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000144,521,20612,,,,,ASPIRATION OF GANGLION,141.0,141.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000146,521,21310,,,,,FRACTURE CARE NASAL W/O MANIPULATION,298.0,298.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000147,521,21315,,,,,FRACTURE CARE NASAL W/ REDUCTION,624.0,624.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000148,521,21320,,,,,NASAL FX W/ MANIPULATION,582.0,582.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000151,521,23500,,,,,FRACTURE CARE CLAVICAL W/O MANIPULATION,493.0,493.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000152,521,23520,,,,,FRACTURE CARE STERNOCLAV W/O MANIP,530.0,530.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000153,521,23570,,,,,FRACTURE CARE SCAPULAR W/O MANIPULATION,522.0,522.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000154,521,23600,,,,,FRACTURE CARE HUMERUS,743.0,743.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000155,521,23650,,,,,SHOULDER DISLOCATION W/ MANIPULATION,716.0,716.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000159,521,24500,,,,,FRACTURE CARE HUMERAL SHA,822.0,822.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000160,521,24530,,,,,FRACTURE CARE SUPRACONDYL,872.0,872.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000161,521,24535,,,,,FRACTURE CARE HUMERUS W/,1419.0,1419.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000162,521,24600,,,,,FRACTURE/ DISLOCATION ELBOW,831.0,831.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000164,521,24640,,,,,FRACTURE/ DISLOCATION NURSEMAID ELBOW,316.0,316.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000169,521,25500,,,,,FRACTURE CARE RADIAL SHAF,622.0,622.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000170,521,25505,,,,,FRACTURE CARE RADIUS W/REDUCTION,1130.0,1130.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000171,521,25530,,,,,FRACTURE CARE ULNA,602.0,602.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000172,521,25535,,,,,FRACTURE CARE ULNA W/ REDUCTION,1057.0,1057.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000173,521,25560,,,,,FRACTURE CARE RAD/UNLA W/O MANIPULATION,636.0,636.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000174,521,25565,,,,,FRACTURE CARE RAD/UNLA W/ MANIPULATION,1188.0,1188.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000175,521,25600,,,,,FRACTURE CARE DISTAL RADIAL W/O MANIP,761.0,761.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000176,521,25605,,,,,FRACTURE CARE DISTAL RADIAL W/ MANIP,1247.0,1247.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000183,521,26600,,,,,FRACTURE CARE METACARPAL,680.0,680.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000184,521,26605,,,,,FRACTURE CARE METACARPAL W/O MANIP,728.0,728.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000186,521,26720,,,,,FRACTURE CARE PHALANGE SHAFT W/O MANIP,453.0,453.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000187,521,26725,,,,,FRACTURE CARE PHALANGE SHAFT W/ MANIP,780.0,780.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000188,521,26750,,,,,FRACTURE CARE DISTAL PHALANGE W/O MANIP,426.0,426.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000189,521,26755,,,,,FRACTURE CARE DISTAL PHALANGE W/ MANIP,711.0,711.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000191,521,26770,,,,,FRACTURE CARE INTERPHALAN JT W/ MANIP,630.0,630.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000193,521,26951,,,,,AMPUTATION FINGER W/REPA,1494.0,1494.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000202,521,27560,,,,,PATELLAR DISLOCATION W/O ANESTHESIA,838.0,838.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000204,521,27752,,,,,FRACTURE CARE TIBIAL SHAFT W/ MANIP,1234.0,1234.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000207,521,27786,,,,,FRACTURE CARE DISTAL FIB W/O MANIP,721.0,721.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000210,521,27840,,,,,FRACTURE/ DISLOCATION ANKLE,844.0,844.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000219,521,28470,,,,,FRACTURE CARE METATARSAL W/O MANIP,500.0,500.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000221,521,28490,,,,,FRACTURE CARE TOES W/O MANIP,326.0,326.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000223,521,29065,,,,,CAST APP LONG ARM(SHOULDER-HAND),218.0,218.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000224,521,29075,,,,,CAST APP SHORT ARM(FOREARM-HAND),193.0,193.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000225,521,29085,,,,,CAST APPLICATION GAUNTLET(HAND),217.0,217.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000226,521,29105,,,,,SPLINT APP LONG ARM(SHOULDER-HAND),201.0,201.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000227,521,29125,,,,,SPLINT APP SHORT ARM(FOREARM-HAND),145.0,145.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000228,521,29130,,,,,SPLINT APP FINGER,94.0,94.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000231,521,29405,,,,,CAST APPL SHORT LEG,185.0,185.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000232,521,29425,,,,,CAST APPL SHORT LEG WALKI,178.0,178.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000233,521,29435,,,,,APPLICATION LONG LEG CAS,269.0,269.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000234,521,29505,,,,,SPLINT APP LONG LEG(THIGH-ANKLE/TOE),191.0,191.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000235,521,29515,,,,,SPLINT APP SHORT LEG(CALF-FOOT),162.0,162.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000238,521,29580,,,,,APPLY UNNA BOOT,140.0,140.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000239,521,29700,,,,,"CAST REMOVAL, BOOT CAST",143.0,143.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000240,521,29705,,,,,CAST REMOVAL ARM OR LEG,153.0,153.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000242,521,30901,,,,,CAUTERIZE NASAL ANTERIOR-SIMPLE,295.0,295.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000243,521,30903,,,,,CAUTERIZE NASAL ANTERIOR-EXTENSIVE,484.0,484.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000244,521,30905,,,,,CAUTERIZE NASAL POSTERIOR-INITIAL,752.0,752.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000245,521,31500,,,,,INTUBATION,278.0,278.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000251,521,32551,,,,,CHEST TUBE INSERTION,366.0,366.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000276,521,51701,,,,,STRAIGHT CATHETER INSERTION,100.0,100.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000277,521,51702,,,,,FOLEY CATHETER INSERTION,159.0,159.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000298,521,58100,,,,,ENDOMETRIAL SAMPLING (BIOPSY),239.0,239.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000299,521,58301,,,,,IUD REMOVAL,227.0,227.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000314,521,65205,,,,,FOREIGN BODY REMOVAL-EYE,112.0,112.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000316,521,65220,,,,,FOREIGN BODY CORNEA W/O,133.0,133.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000317,521,65222,,,,,FOREIGN BODY CORNEA W/SL,162.0,162.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000320,521,69200,,,,,FOREIGN BODY REMOVAL EAR,274.0,274.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000321,521,69210,,,,,EAR WASH,111.0,111.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000343,300,81002,,,,,LAB - UA DIPSTICK,34.0,34.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000345,521,30300,,,,,FOREIGN BODY REMOVAL NASAL,421.0,421.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000358,521,88175,,,,,THIN PREP PAP SMEAR,93.0,93.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000361,636,,,,,,INJ SUMATRIPTAN TAB 25MG,36.0,36.0,20.58,20.58,20.58,20.58,,,,,,Fallon_Medical_Complex_Hospital
4000366,521,88304,,,,,PATHOLOGY IDENTIFICATION,89.0,89.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000367,521,88305,,,,,TISSUE PATHOLOGY,98.0,98.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000369,771,90471,,,,,ADMINISTRATION OF INJECTI,37.0,37.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000373,636,90688,,,,,INJ FLUARIX 3 YRS AND OLD,45.0,45.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000375,636,90732,,,,,INJ PNEUMOVAX 23,161.0,161.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000383,636,J3490,,,,,INJ TET/DIP (TENIVAC),77.0,77.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000386,636,90670,,,,,INJ PREVNAR 13 (PNEUMOVAX),200.0,200.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000391,636,96372,,,,,INJ THERAPEUTIC ADMIN,37.0,37.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000392,521,96372,,,,,INJECTION ADMINISTRATION,37.0,37.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000398,636,J0702,,,,,INJ BETAMETHASONE 6MG/ML,36.0,36.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000402,521,92552,,,,,AUDIOMETRY,70.0,70.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000412,521,94010,,,,,SPIROMETRY,82.0,82.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000413,521,94640,,,,,NEBULIZER TREATMENT,55.0,55.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000415,521,95115,,,,,INJ ALLERGY SINGLE,23.0,23.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000416,521,95117,,,,,INJ ALLERGY MULTIPLE,26.0,26.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000427,521,98925,,,,,"MANIPULATION, 1-2 AREAS",67.0,67.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000428,521,98926,,,,,"MANIPULATION,3-4 AREAS",101.0,101.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
4000429,521,99000,,,,,PAP SPECIMEN COLLECTION,23.0,23.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
