"Pricing Data as of September 1, 2019",,,,
,,,,
DESCRIPTION,CDM,CPT, Base Price , Professional Fee 
ROOM/BED: Isolation/Seclusion,6100065,,"$1,951.00 ",
ROOM/BED: Long Term Care,6100500,,$369.00 ,
ROOM/BED: Monitored Acute- ICU,6200074,,"$3,380.00 ",
ROOM/BED: Newborn Level 1,6500030,,"$1,820.00 ",
ROOM/BED: Newborn Level 2,6500031,,"$2,399.00 ",
ROOM/BED: Newborn Level 3,6500033,,"$3,385.00 ",
ROOM/BED: Newborn Level 4,6500044,,"$4,418.00 ",
ROOM/BED: Observation,6100060,,$76.00 ,
ROOM/BED: Pediatrics,6300034,,"$1,820.00 ",
ROOM/BED: Private,6100053,,"$1,820.00 ",
ROOM/BED: Semi Private,6100054,,"$1,820.00 ",
ROOM/BED: Swing Bed,6100266,,$369.00 ,
ROOM/BED: Telemetry,6100049,,"$1,951.00 ",
ROSIDAL K BANDAGE 10CM,7460304,,$23.00 ,
ROSIDAL K BANDAGE 6CM,7460302,,$12.00 ,
ROSIDAL K BANDAGE 8CM,7460303,,$17.00 ,
Rotavirus Antigen Stool,7050413,87425,$182.00 ,
Rough Pigweed,7051596,86003,$17.00 ,
Rough Pigweed (W14) IGE,7050475,86003,$17.00 ,
RPR-Mayo,7052244,86592,$78.00 ,
Rrussian Thistle W11 IGE,7050475,86003,$17.00 ,
RSV,7050662,86756,$129.00 ,
RSV IgG,7052531,86756,$47.00 ,
RSV IgM,7052532,86756,$47.00 ,
Rubella Ab IgG,7050402,86762,$77.00 ,
Rubella IgG (State),7051204,86762,$62.00 ,
Rubella IgG Antibody-Mayo,7052401,86762,$62.00 ,
Rubella IgM (State),7051204,86762,$62.00 ,
Russian Olive,7051883,86003,$17.00 ,
Russian Thistle,7051597,86003,$17.00 ,
S cerevisiae Ab IgA-Mayo,7052768,86671,$204.00 ,
S cerevisiae Ab IgG-Mayo,7052769,86671,$204.00 ,
"S. pneumoniae IgG Ab, 23 Serotypes, S (Mayo)",7052121,86317,$38.00 ,
S. Viridans,7101005,86609,$56.00 ,
S.RECTIVIRGULA,7051907,86609,$56.00 ,
SAGE,7051934,86003,$17.00 ,
Salicylate Level,7050135,80307,$362.00 ,
Salmon,7051876,86003,$17.00 ,
SAME DAY ADMIT/DISCHG LVL 1,7590162,99234,,$225.00 
SAME DAY ADMIT/DISCHG LVL 2,7590163,99235,,$225.00 
SAME DAY ADMIT/DISCHG LVL 3,7590164,99236,,$382.00 
Sandostatin (Octreotide) - ISI,7051708,80299,$228.00 ,
Scalene Block,6670025,, $86 / Interval ,
SCALLOP (f338) IgE,7052022,86003,$17.00 ,
Schistosoma Ab IgG-Mayo,7052776,86682,$205.00 ,
"SCHISTOSOMIASIS, urine",7100351,87015,$32.00 ,
SCID SEVERE COMBINED IMMUNOFEFICIENCY,7052001,81479,$18.00 ,
Scl 70 Antibody IgG-Mayo,7052214,86235,$107.00 ,
SCL-70 Antibody,7050871,86235,$66.00 ,
"Sclerotherapy Mult Vein, Same Leg",7270405,36471,$777.00 ,$623.00 
Sclerotherapy Single Vein,7270404,36470,$535.00 ,$428.00 
SCREW 10MMX23MM FEMORAL INTRAF,3203388,,"$2,250.00 ",
SCREW 4.75MMX15MM BIO-TENODESI,3200621,,"$1,625.00 ",
SCREW 4MMX10MM BIO-TENODESIS,3200620,,"$1,625.00 ",
SCREW 5.5MMX15MM BIO-TENODESIS,3200622,,"$1,625.00 ",
SCREW 6.25MMX15MM BIO-TENODESI,3200623,,"$1,625.00 ",
SCREW 6-7X30MM BIOINTRAFIX,3200666,,"$1,755.00 ",
SCREW 6-8X30MM BIOINTRAFIX,3200667,,"$1,755.00 ",
SCREW 7-9X30MM BIOINTRAFIX,3200668,,"$1,755.00 ",
SCREW 7MMX23MM BIO-TENODESIS,3200624,,"$1,625.00 ",
SCREW 7MMX23MM FEMORAL INTRA,32003386,,"$2,460.00 ",
SCREW 7MMX23MM FEMORAL INTRAFI,3203383,,"$2,460.00 ",
SCREW 8.5MMX23MM FEMORAL INTRA,3203387,,"$2,460.00 ",
SCREW 8-10X30MM BIOINTRAFIX,3200669,,"$1,625.00 ",
SCREW 8MMX23MM FEMORAL INTRAFI,3203384,,"$2,460.00 ",
SCREW 9MMX23MM FEMORAL INTRAFI,3203385,,"$2,460.00 ",
SCREW BONE 1.7MMX10MM,3202913,,$400.00 ,
SCREW BONE 1.7MMX10MM LOCKING,3202666,,$261.00 ,
SCREW BONE 1.7MMX11MM,3202914,,$316.00 ,
SCREW BONE 1.7MMX11MM LOCKING,3202667,,$366.00 ,
SCREW BONE 1.7MMX12MM,3202915,,$539.00 ,
SCREW BONE 1.7MMX12MM LOCKING,3202668,,$366.00 ,
SCREW BONE 1.7MMX13MM,3202937,,$304.00 ,
SCREW BONE 1.7MMX13MM LOCKING,3202669,,$366.00 ,
SCREW BONE 1.7MMX14MM,3202916,,$241.00 ,
SCREW BONE 1.7MMX14MM LOCKING,3202670,,$261.00 ,
SCREW BONE 1.7MMX15MM,3202938,,$241.00 ,
SCREW BONE 1.7MMX15MM LOCKING,3202671,,$261.00 ,
SCREW BONE 1.7MMX16MM,3202917,,$241.00 ,
SCREW BONE 1.7MMX16MM LOCKING,3202672,,$261.00 ,
SCREW BONE 1.7MMX18MM,3202918,,$241.00 ,
SCREW BONE 1.7MMX18MM LOCKING,3202673,,$261.00 ,
SCREW BONE 1.7MMX20MM,3202919,,$241.00 ,
SCREW BONE 1.7MMX20MM LOCKING,3202699,,$261.00 ,
SCREW BONE 1.7MMX22MM,3202920,,$241.00 ,
SCREW BONE 1.7MMX22MM LOCKING,3202700,,$261.00 ,
SCREW BONE 1.7MMX24MM,3202921,,$241.00 ,
SCREW BONE 1.7MMX24MM LOCKING,3202701,,$261.00 ,
SCREW BONE 1.7MMX5MM,3203693,,$241.00 ,
SCREW BONE 1.7MMX5MM LOCKING,3202661,,$366.00 ,
SCREW BONE 1.7MMX6MM,3202909,,$316.00 ,
SCREW BONE 1.7MMX6MM LOCKING,3202662,,$366.00 ,
SCREW BONE 1.7MMX7MM,3202910,,$539.00 ,
SCREW BONE 1.7MMX7MM LOCKING,3202663,,$261.00 ,
SCREW BONE 1.7MMX8MM,3202911,,$448.00 ,
SCREW BONE 1.7MMX8MM LOCKING,3202664,,$349.00 ,
SCREW BONE 1.7MMX9MM,3202912,,$452.00 ,
SCREW BONE 1.7MMX9MM LOCKING,3202665,,$261.00 ,
SCREW BONE 2.3MMX10MM,3203144,,$254.00 ,
SCREW BONE 2.3MMX10MM HAND,3202924,,$447.00 ,
SCREW BONE 2.3MMX10MM LOCKING,3202705,,$261.00 ,
SCREW BONE 2.3MMX11MM,3202934,,$411.00 ,
SCREW BONE 2.3MMX11MM LOCKING,3202706,,$261.00 ,
SCREW BONE 2.3MMX12MM,3203145,,$254.00 ,
SCREW BONE 2.3MMX12MM HAND,3202925,,$400.00 ,
SCREW BONE 2.3MMX12MM LOCKING,3202707,,$499.00 ,
SCREW BONE 2.3MMX13MM,3202935,,$368.00 ,
SCREW BONE 2.3MMX13MM LOCKING,3202708,,$365.00 ,
SCREW BONE 2.3MMX14MM,3203146,,$381.00 ,
SCREW BONE 2.3MMX14MM HAND,3202926,,$400.00 ,
SCREW BONE 2.3MMX14MM LOCKING,3202709,,$365.00 ,
SCREW BONE 2.3MMX15MM,3202936,,$544.00 ,
SCREW BONE 2.3MMX15MM LOCKING,3202710,,$686.00 ,
SCREW BONE 2.3MMX16MM,3203147,,$381.00 ,
SCREW BONE 2.3MMX16MM HAND,3202927,,$544.00 ,
SCREW BONE 2.3MMX16MM LOCKING,3202711,,$365.00 ,
SCREW BONE 2.3MMX18MM,3203148,,$400.00 ,
SCREW BONE 2.3MMX18MM HAND,3202928,,$459.00 ,
SCREW BONE 2.3MMX18MM LOCKING,3202712,,$348.00 ,
SCREW BONE 2.3MMX20MM,3203149,,$443.00 ,
SCREW BONE 2.3MMX20MM HAND,3202929,,$368.00 ,
SCREW BONE 2.3MMX20MM LOCKING,3202713,,$261.00 ,
SCREW BONE 2.3MMX22MM,3203150,,$570.00 ,
SCREW BONE 2.3MMX22MM HAND,3202930,,$544.00 ,
SCREW BONE 2.3MMX22MM LOCKING,3202714,,$261.00 ,
SCREW BONE 2.3MMX24MM,3203151,,$574.00 ,
SCREW BONE 2.3MMX24MM HAND,3202931,,$544.00 ,
SCREW BONE 2.3MMX24MM LOCKING,3202715,,$261.00 ,
SCREW BONE 2.3MMX26MM,3203152,,$400.00 ,
SCREW BONE 2.3MMX26MM HAND,3202932,,$242.00 ,
SCREW BONE 2.3MMX26MM LOCKING,3202716,,$261.00 ,
SCREW BONE 2.3MMX28MM,3203153,,$254.00 ,
SCREW BONE 2.3MMX30MM,3203154,,$254.00 ,
SCREW BONE 2.3MMX32MM,3203155,,$349.00 ,
SCREW BONE 2.3MMX34MM,3203156,,$254.00 ,
SCREW BONE 2.3MMX36MM,3203157,,$254.00 ,
SCREW BONE 2.3MMX38MM,3203158,,$254.00 ,
SCREW BONE 2.3MMX6MM,3202922,,$379.00 ,
SCREW BONE 2.3MMX6MM LOCKING,3202702,,$261.00 ,
SCREW BONE 2.3MMX8MM,3202923,,$394.00 ,
SCREW BONE 2.3MMX8MM LOCKING,3202703,,$365.00 ,
SCREW BONE 2.3MMX9MM,3202933,,$400.00 ,
SCREW BONE 2.3MMX9MM LOCKING,3202704,,$261.00 ,
SCREW BONE 2.7MMX10MM,3203055,,$349.00 ,
SCREW BONE 2.7MMX10MM TI,3202940,,$564.00 ,
SCREW BONE 2.7MMX12MM,3203056,,$635.00 ,
SCREW BONE 2.7MMX12MM TI,3202941,,$564.00 ,
SCREW BONE 2.7MMX14MM,3203057,,$636.00 ,
SCREW BONE 2.7MMX14MM TI,3202942,,$564.00 ,
SCREW BONE 2.7MMX16MM,3203058,,$635.00 ,
SCREW BONE 2.7MMX16MM PT,3203064,,$392.00 ,
SCREW BONE 2.7MMX16MM TI,3202943,,$564.00 ,
SCREW BONE 2.7MMX18MM,3203059,,$546.00 ,
SCREW BONE 2.7MMX18MM PT,3203065,,$392.00 ,
SCREW BONE 2.7MMX18MM TI,3202944,,$244.00 ,
SCREW BONE 2.7MMX20MM,3203060,,$400.00 ,
SCREW BONE 2.7MMX20MM PT,3203066,,$392.00 ,
SCREW BONE 2.7MMX20MM TI,3202945,,$244.00 ,
SCREW BONE 2.7MMX22MM,3203061,,$516.00 ,
SCREW BONE 2.7MMX22MM PT,3203067,,$392.00 ,
SCREW BONE 2.7MMX22MM TI,3202946,,$564.00 ,
SCREW BONE 2.7MMX24MM,3203062,,$349.00 ,
SCREW BONE 2.7MMX24MM PT,3203068,,$392.00 ,
SCREW BONE 2.7MMX24MM TI,3202947,,$289.00 ,
SCREW BONE 2.7MMX26MM,3203063,,$254.00 ,
SCREW BONE 2.7MMX26MM PT,3203069,,$392.00 ,
SCREW BONE 2.7MMX26MM TI,3202948,,$244.00 ,
SCREW BONE 2.7MMX28MM TI,3202949,,$244.00 ,
SCREW BONE 2.7MMX30MM TI,3202950,,$244.00 ,
SCREW BONE 2.7MMX32MM TI,3202951,,$250.00 ,
SCREW BONE 2.7MMX34MM TI,3202952,,$250.00 ,
SCREW BONE 2.7MMX36MM TI,3202953,,$250.00 ,
SCREW BONE 2.7MMX38MM TI,3202954,,$250.00 ,
SCREW BONE 2.7MMX40MM TI,3202955,,$250.00 ,
SCREW BONE 2.7MMX42MM TI,3202956,,$250.00 ,
SCREW BONE 2.7MMX44MM TI,3202957,,$250.00 ,
SCREW BONE 2.7MMX46MM TI,3202958,,$250.00 ,
SCREW BONE 2.7MMX48MM TI,3202959,,$250.00 ,
SCREW BONE 2.7MMX50MM TI,3202960,,$250.00 ,
SCREW BONE 2.7MMX55MM TI,3202961,,$250.00 ,
SCREW BONE 2.7MMX60MM TI,3202962,,$250.00 ,
SCREW BONE 2.7MMX65MM TI,3202963,,$250.00 ,
SCREW BONE 2.7MMX70MM TI,3202964,,$250.00 ,
SCREW BONE 2.7MMX8MM TI,3202939,,$400.00 ,
SCREW BONE 3.0MMX10MM ANCHORAG,3203804,,$400.00 ,
SCREW BONE 3.0MMX12MM ANCHORAG,3203805,,$400.00 ,
SCREW BONE 3.0MMX14MM ANCHORAG,3203806,,$635.00 ,
SCREW BONE 3.0MMX16MM ANCHORAG,3203807,,"$1,017.00 ",
SCREW BONE 3.0MMX18MM ANCHORAG,3203808,,"$1,017.00 ",
SCREW BONE 3.0MMX20MM ANCHORAG,3203809,,$949.00 ,
SCREW BONE 3.0MMX22MM ANCHORAG,3203810,,$857.00 ,
SCREW BONE 3.0MMX24MM ANCHORAG,3203811,,$923.00 ,
SCREW BONE 3.0MMX26MM ANCHORAG,3203812,,$519.00 ,
SCREW BONE 3.0MMX28MM ANCHORAG,3203813,,$400.00 ,
SCREW BONE 3.0MMX30MM ANCHORAG,3203814,,$400.00 ,
SCREW BONE 3.5MMX10MM,3202697,,$564.00 ,
SCREW BONE 3.5MMX10MM ANCHORAG,3203815,,$400.00 ,
SCREW BONE 3.5MMX12MM,3202698,,$564.00 ,
SCREW BONE 3.5MMX12MM ANCHORAG,3203816,,$400.00 ,
SCREW BONE 3.5MMX14MM,3202674,,$564.00 ,
SCREW BONE 3.5MMX14MM ANCHORAG,3203817,,"$1,017.00 ",
SCREW BONE 3.5MMX16MM,3202675,,$564.00 ,
SCREW BONE 3.5MMX16MM ANCHORAG,3203818,,$923.00 ,
SCREW BONE 3.5MMX18MM,3202676,,$564.00 ,
SCREW BONE 3.5MMX18MM ANCHORAG,3203819,,"$1,017.00 ",
SCREW BONE 3.5MMX20MM,3202677,,$564.00 ,
SCREW BONE 3.5MMX20MM ANCHORAG,3203820,,$986.00 ,
SCREW BONE 3.5MMX22MM,3202678,,$564.00 ,
SCREW BONE 3.5MMX22MM ANCHORAG,3203821,,$556.00 ,
SCREW BONE 3.5MMX24MM,3202679,,$564.00 ,
SCREW BONE 3.5MMX24MM ANCHORAG,3203822,,$664.00 ,
SCREW BONE 3.5MMX26MM,3202680,,$564.00 ,
SCREW BONE 3.5MMX26MM ANCHORAG,3203823,,$520.00 ,
SCREW BONE 3.5MMX28MM,3202681,,$564.00 ,
SCREW BONE 3.5MMX28MM ANCHORAG,3203824,,$556.00 ,
SCREW BONE 3.5MMX30MM,3202682,,$406.00 ,
SCREW BONE 3.5MMX30MM ANCHORAG,3203825,,$555.00 ,
SCREW BONE 3.5MMX32MM,3202683,,$250.00 ,
SCREW BONE 3.5MMX32MM ANCHORAG,3203826,,$400.00 ,
SCREW BONE 3.5MMX34MM,3202684,,$363.00 ,
SCREW BONE 3.5MMX34MM ANCHORAG,3203827,,$400.00 ,
SCREW BONE 3.5MMX36MM,3202685,,$250.00 ,
SCREW BONE 3.5MMX36MM ANCHORAG,3203828,,$400.00 ,
SCREW BONE 3.5MMX38MM,3202686,,$250.00 ,
SCREW BONE 3.5MMX38MM ANCHORAG,3203829,,$400.00 ,
SCREW BONE 3.5MMX40MM,3202687,,$250.00 ,
SCREW BONE 3.5MMX40MM ANCHORAG,3203830,,$400.00 ,
SCREW BONE 3.5MMX42MM,3202688,,$613.00 ,
SCREW BONE 3.5MMX44MM,3202689,,$613.00 ,
SCREW BONE 3.5MMX46MM,3202690,,$250.00 ,
SCREW BONE 3.5MMX48MM,3202691,,$250.00 ,
SCREW BONE 3.5MMX50MM,3202692,,$613.00 ,
SCREW BONE 3.5MMX55MM,3202693,,$613.00 ,
SCREW BONE 3.5MMX60MM,3202694,,$250.00 ,
SCREW BONE 3.5MMX65MM,3202695,,$613.00 ,
SCREW BONE 3.5MMX70MM,3202696,,$613.00 ,
SCREW BONE 3.5MMX8MM,3203707,,$465.00 ,
SCREW CANCELLOUS 16MMT 6.5X30M,3202540,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X35M,3202541,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X40M,3202528,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X45M,3202529,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X50M,3202530,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X55M,3202531,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X60M,3202532,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X65M,3202533,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X70M,3202534,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X75M,3202535,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X80M,3202536,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X85M,3202537,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X90M,3202538,,$119.00 ,
SCREW CANCELLOUS 16MMT 6.5X95M,3202539,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X45M,3202525,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X50M,3202526,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X55M,3202527,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X60M,3202517,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X65M,3202518,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X70M,3202519,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X75M,3202520,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X80M,3202521,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X85M,3202522,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X90M,3202523,,$119.00 ,
SCREW CANCELLOUS 32MMT 6.5X95M,3202524,,$119.00 ,
SCREW CANCELLOUS FT 4.0MMX10MM,3202396,,$149.00 ,
SCREW CANCELLOUS FT 4.0MMX12MM,3202397,,$144.00 ,
SCREW CANCELLOUS FT 4.0MMX14MM,3202398,,$221.00 ,
SCREW CANCELLOUS FT 4.0MMX16MM,3202399,,$221.00 ,
SCREW CANCELLOUS FT 4.0MMX18MM,3202400,,$221.00 ,
SCREW CANCELLOUS FT 4.0MMX20MM,3202401,,$144.00 ,
SCREW CANCELLOUS FT 4.0MMX22MM,3202402,,$132.00 ,
SCREW CANCELLOUS FT 4.0MMX24MM,3202403,,$132.00 ,
SCREW CANCELLOUS FT 4.0MMX26MM,3202404,,$108.00 ,
SCREW CANCELLOUS FT 4.0MMX28MM,3202405,,$124.00 ,
SCREW CANCELLOUS FT 4.0MMX30MM,3202406,,$221.00 ,
SCREW CANCELLOUS FT 4.0MMX32MM,3202407,,$108.00 ,
SCREW CANCELLOUS FT 4.0MMX34MM,3202408,,$117.00 ,
SCREW CANCELLOUS FT 4.0MMX36MM,3202409,,$141.00 ,
SCREW CANCELLOUS FT 4.0MMX38MM,3202410,,$108.00 ,
SCREW CANCELLOUS FT 4.0MMX40MM,3202411,,$118.00 ,
SCREW CANCELLOUS FT 4.0MMX45MM,3202412,,$138.00 ,
SCREW CANCELLOUS FT 4.0MMX50MM,3202416,,$139.00 ,
SCREW CANCELLOUS FT 4.0MMX55MM,3202417,,$152.00 ,
SCREW CANCELLOUS FT 4.0MMX60MM,3202418,,$130.00 ,
SCREW CANCELLOUS FT 4.0MMX65MM,3202434,,$108.00 ,
SCREW CANCELLOUS FT 4.0MMX70MM,3202435,,$193.00 ,
SCREW CANCELLOUS FT 4.0MMX75MM,3202436,,$238.00 ,
SCREW CANCELLOUS FT 4.0MMX80MM,3202437,,$238.00 ,
SCREW CANCELLOUS FT 4.0MMX85MM,3202438,,$113.00 ,
SCREW CANCELLOUS FT 4.0MMX90MM,3202439,,$113.00 ,
SCREW CANCELLOUS FT 4.0MMX95MM,3202440,,$113.00 ,
SCREW CANCELLOUS FT 6.5MMX20MM,3202516,,$125.00 ,
SCREW CANCELLOUS FT 6.5MMX25MM,3202501,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX30MM,3202502,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX35MM,3202503,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX40MM,3202504,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX45MM,3202505,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX50MM,3202506,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX55MM,3202507,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX60MM,3202508,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX65MM,3202509,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX70MM,3202510,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX75MM,3202511,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX80MM,3202512,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX85MM,3202513,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX90MM,3202514,,$119.00 ,
SCREW CANCELLOUS FT 6.5MMX95MM,3202515,,$119.00 ,
SCREW CANCELLOUS PT 4.0MMX10MM,3202413,,$121.00 ,
SCREW CANCELLOUS PT 4.0MMX12MM,3202414,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX14MM,3202419,,$119.00 ,
SCREW CANCELLOUS PT 4.0MMX16MM,3202420,,$127.00 ,
SCREW CANCELLOUS PT 4.0MMX18MM,3202421,,$136.00 ,
SCREW CANCELLOUS PT 4.0MMX20MM,3202422,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX22MM,3202423,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX24MM,3202424,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX26MM,3202425,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX28MM,3202426,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX30MM,3202427,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX32MM,3202428,,$119.00 ,
SCREW CANCELLOUS PT 4.0MMX34MM,3202415,,$132.00 ,
SCREW CANCELLOUS PT 4.0MMX36MM,3203511,,$118.00 ,
SCREW CANCELLOUS PT 4.0MMX38MM,3203512,,$221.00 ,
SCREW CANCELLOUS PT 4.0MMX40MM,3202429,,$127.00 ,
SCREW CANCELLOUS PT 4.0MMX45MM,3202430,,$221.00 ,
SCREW CANCELLOUS PT 4.0MMX50MM,3202431,,$131.00 ,
SCREW CANCELLOUS PT 4.0MMX55MM,3202432,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX60MM,3202433,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX65MM,3202441,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX70MM,3202442,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX75MM,3202443,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX80MM,3202444,,$225.00 ,
SCREW CANCELLOUS PT 4.0MMX85MM,3202445,,$215.00 ,
SCREW CANCELLOUS PT 4.0MMX90MM,3202446,,$108.00 ,
SCREW CANCELLOUS PT 4.0MMX95MM,3202447,,$108.00 ,
SCREW CANNULATED 2.0MMX10MM,3203403,,$963.00 ,
SCREW CANNULATED 2.0MMX11MM,3203404,,$963.00 ,
SCREW CANNULATED 2.0MMX12MM,3203405,,$963.00 ,
SCREW CANNULATED 2.0MMX13MM,3203406,,$963.00 ,
SCREW CANNULATED 2.0MMX14MM,3203407,,$963.00 ,
SCREW CANNULATED 2.0MMX15MM,3203408,,$963.00 ,
SCREW CANNULATED 2.0MMX16MM,3203409,,$963.00 ,
SCREW CANNULATED 2.0MMX18MM,3203410,,$963.00 ,
SCREW CANNULATED 2.0MMX20MM,3203411,,$963.00 ,
SCREW CANNULATED 2.0MMX22MM,3203412,,$963.00 ,
SCREW CANNULATED 2.0MMX24MM,3203413,,$963.00 ,
SCREW CANNULATED 2.0MMX26MM,3203414,,$963.00 ,
SCREW CANNULATED 2.0MMX28MM,3203415,,$963.00 ,
SCREW CANNULATED 2.0MMX8MM,3203401,,$963.00 ,
SCREW CANNULATED 2.0MMX9MM,3203402,,$963.00 ,
SCREW CANNULATED 3.0MMX10MM,3203418,,$963.00 ,
SCREW CANNULATED 3.0MMX11MM,3203419,,$963.00 ,
SCREW CANNULATED 3.0MMX12MM,3203420,,$963.00 ,
SCREW CANNULATED 3.0MMX13MM,3203421,,$963.00 ,
SCREW CANNULATED 3.0MMX14MM,3203422,,$963.00 ,
SCREW CANNULATED 3.0MMX15MM,3203423,,$963.00 ,
SCREW CANNULATED 3.0MMX16MM,3203424,,$963.00 ,
SCREW CANNULATED 3.0MMX17MM,3203425,,$963.00 ,
SCREW CANNULATED 3.0MMX18MM,3203426,,$963.00 ,
SCREW CANNULATED 3.0MMX19MM,3203427,,$963.00 ,
SCREW CANNULATED 3.0MMX20MM,3203428,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX22MM,3203429,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX24MM,3203430,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX26MM,3203431,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX28MM,3203432,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX30MM,3203433,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX32MM,3203434,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX34MM,3203435,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX36MM,3203436,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX38MM,3203437,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX40MM,3203438,,"$1,344.00 ",
SCREW CANNULATED 3.0MMX8MM,3203417,,"$1,344.00 ",
SCREW CANNULATED FT 4.0MMX10MM,3202261,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX12MM,3202262,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX14MM,3202263,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX16MM,3202264,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX18MM,3202265,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX20MM,3202266,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX22MM,3202267,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX24MM,3202268,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX26MM,3202269,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX28MM,3202270,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX30MM,3202271,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX32MM,3202272,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX34MM,3202273,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX36MM,3202274,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX38MM,3202275,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX40MM,3202276,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX42MM,3202277,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX44MM,3202278,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX46MM,3202279,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX48MM,3202280,,"$1,326.00 ",
SCREW CANNULATED FT 4.0MMX50MM,3202281,,"$1,326.00 ",
SCREW CANNULATED FT 5.0MMX20MM,3203479,,$983.00 ,
SCREW CANNULATED FT 5.0MMX22MM,3203480,,$983.00 ,
SCREW CANNULATED FT 5.0MMX24MM,3203481,,$983.00 ,
SCREW CANNULATED FT 5.0MMX26MM,3203482,,$983.00 ,
SCREW CANNULATED FT 5.0MMX28MM,3203483,,$983.00 ,
SCREW CANNULATED FT 5.0MMX30MM,3203484,,$983.00 ,
SCREW CANNULATED FT 5.0MMX32MM,3203485,,$983.00 ,
SCREW CANNULATED FT 5.0MMX34MM,3203486,,$983.00 ,
SCREW CANNULATED FT 5.0MMX36MM,3203487,,$983.00 ,
