Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
400160_1,CALCULI STRAINER,Outpatient,270,,,,0,25,21.25,21.25,25,23.75,23.75,24.25,25,24.5,24.5,23.75
400162_1,SUTURE MONOSOF 4-0 SN5699G,Inpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400162_1,SUTURE MONOSOF 4-0 SN5699G,Outpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400178_1,CATH TUR ADAPTER,Inpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400178_1,CATH TUR ADAPTER,Outpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400182_1,CATH - IV SAFETY 18x2 1/2,Inpatient,272,,,,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35
400182_1,CATH - IV SAFETY 18x2 1/2,Outpatient,272,,,,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35
400184_1,CATH TIP SYRINGE 60cc (2 OZ),Inpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400184_1,CATH TIP SYRINGE 60cc (2 OZ),Outpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400185_1,CATH TRAY PLAIN,Inpatient,272,A4310,Insert tray w/o bag/cath,,0,19,16.15,8.12,19,18.05,18.05,18.43,19,18.62,18.62,18.05
400185_1,CATH TRAY PLAIN,Outpatient,272,A4310,Insert tray w/o bag/cath,,0,19,16.15,8.12,19,18.05,8.12,8.12,8.12,18.62,18.62,18.05
400188_1,TRAY - LUMBAR PUNCTURE - PED/INFANT,Inpatient,272,,,,0,106,90.1,90.1,106,100.7,100.7,102.82,106,103.88,103.88,100.7
400188_1,TRAY - LUMBAR PUNCTURE - PED/INFANT,Outpatient,272,,,,0,106,90.1,90.1,106,100.7,100.7,102.82,106,103.88,103.88,100.7
400189_1,KNEE BRACE/POST OP - LARGE,Inpatient,274,L1830,Ko immob canvas long pre ots,,0,115,97.75,86.54,115,N/A,109.25,111.55,115,112.7,112.7,109.25
400189_1,KNEE BRACE/POST OP - LARGE,Outpatient,274,L1830,Ko immob canvas long pre ots,,0,115,97.75,86.54,115,N/A,86.54,86.54,86.54,112.7,112.7,109.25
400191_1,FINGER SPLINT 1/2  (CHG.PT.PER INCH),Inpatient,270,,,,0,13,11.05,11.05,13,12.35,12.35,12.61,13,12.74,12.74,12.35
400191_1,FINGER SPLINT 1/2  (CHG.PT.PER INCH),Outpatient,270,,,,0,13,11.05,11.05,13,12.35,12.35,12.61,13,12.74,12.74,12.35
400192_1,FINGER SPLINT 3/4  (CHG.PT.PER INCH),Inpatient,270,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400192_1,FINGER SPLINT 3/4  (CHG.PT.PER INCH),Outpatient,270,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400193_1,CERVIFOAM COLLAR/LO CONTOUR-LARGE,Inpatient,274,L0120,Cerv flex n/adj foam pre ots,,0,43,36.55,24.86,43,N/A,40.85,41.71,43,42.14,42.14,40.85
400193_1,CERVIFOAM COLLAR/LO CONTOUR-LARGE,Outpatient,274,L0120,Cerv flex n/adj foam pre ots,,0,43,36.55,24.86,43,N/A,24.86,24.86,24.86,42.14,42.14,40.85
400194_1,CHOLANGIO CATH 6FR,Inpatient,272,,,,0,211,179.35,179.35,211,200.45,200.45,204.67,211,206.78,206.78,200.45
400194_1,CHOLANGIO CATH 6FR,Outpatient,272,,,,0,211,179.35,179.35,211,200.45,200.45,204.67,211,206.78,206.78,200.45
400198_1,ACU-PEEP VALVE 5CM,Inpatient,270,,,,0,85,72.25,72.25,85,80.75,80.75,82.45,85,83.3,83.3,80.75
400198_1,ACU-PEEP VALVE 5CM,Outpatient,270,,,,0,85,72.25,72.25,85,80.75,80.75,82.45,85,83.3,83.3,80.75
400199_1,ACU-PEEP VALVE 10CM,Inpatient,270,,,,0,97,82.45,82.45,97,92.15,92.15,94.09,97,95.06,95.06,92.15
400199_1,ACU-PEEP VALVE 10CM,Outpatient,270,,,,0,97,82.45,82.45,97,92.15,92.15,94.09,97,95.06,95.06,92.15
400204_1,STATLOCK/FOLEY 2-WAY CATHETER,Inpatient,272,C1758,"Catheter, ureteral",,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35
400204_1,STATLOCK/FOLEY 2-WAY CATHETER,Outpatient,272,C1758,"Catheter, ureteral",,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35
400205_1,ASPIRATOR - MECONIUM,Inpatient,270,,,,0,36,30.6,30.6,36,34.2,34.2,34.92,36,35.28,35.28,34.2
400205_1,ASPIRATOR - MECONIUM,Outpatient,270,,,,0,36,30.6,30.6,36,34.2,34.2,34.92,36,35.28,35.28,34.2
400209_1,CLAVICLE SHOULDER BRACE - LARGE,Inpatient,274,L3650,So 8 abd restraint pre ots,,0,45,38.25,38.25,54.37,N/A,42.75,43.65,45,44.1,44.1,42.75
400209_1,CLAVICLE SHOULDER BRACE - LARGE,Outpatient,274,L3650,So 8 abd restraint pre ots,,0,45,38.25,38.25,54.37,N/A,54.37,54.37,54.37,44.1,44.1,42.75
400213_1,CAUTERY TIP-HIGH TEMP,Inpatient,270,,,,0,102,86.7,86.7,102,96.9,96.9,98.94,102,99.96,99.96,96.9
400213_1,CAUTERY TIP-HIGH TEMP,Outpatient,270,,,,0,102,86.7,86.7,102,96.9,96.9,98.94,102,99.96,99.96,96.9
400215_1,AIR ENTRAINER PORT,Inpatient,270,,,,0,105,89.25,89.25,105,99.75,99.75,101.85,105,102.9,102.9,99.75
400215_1,AIR ENTRAINER PORT,Outpatient,270,,,,0,105,89.25,89.25,105,99.75,99.75,101.85,105,102.9,102.9,99.75
400216_1,SUCTION CONNECTOR TUBE 6',Inpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400216_1,SUCTION CONNECTOR TUBE 6',Outpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400219_1,CORRA TUBE 2,Inpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400219_1,CORRA TUBE 2,Outpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400224_1,MASK CPAP w/HEAD STRAP,Inpatient,270,,,,0,155,131.75,131.75,155,147.25,147.25,150.35,155,151.9,151.9,147.25
400224_1,MASK CPAP w/HEAD STRAP,Outpatient,270,,,,0,155,131.75,131.75,155,147.25,147.25,150.35,155,151.9,151.9,147.25
400231_1,BIOSENSOR - ULNAR ELBOW KIT-RIGHT,Inpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400231_1,BIOSENSOR - ULNAR ELBOW KIT-RIGHT,Outpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400238_1,CATH - FOLEY - 16x30 - SILICONE,Inpatient,274,C1758,"Catheter, ureteral",,0,55,46.75,46.75,55,N/A,52.25,53.35,55,53.9,53.9,52.25
400238_1,CATH - FOLEY - 16x30 - SILICONE,Outpatient,274,C1758,"Catheter, ureteral",,0,55,46.75,46.75,55,N/A,52.25,53.35,55,53.9,53.9,52.25
400241_1,DRAIN BAG,Inpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400241_1,DRAIN BAG,Outpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400242_1,DRAIN POUCH 2 3/4 /NEW IMAGE,Inpatient,270,,,,0,43,36.55,36.55,43,40.85,40.85,41.71,43,42.14,42.14,40.85
400242_1,DRAIN POUCH 2 3/4 /NEW IMAGE,Outpatient,270,,,,0,43,36.55,36.55,43,40.85,40.85,41.71,43,42.14,42.14,40.85
400244_1,PREM. PLUS CEEA 31MM,Inpatient,272,,,,0,1766,1501.1,1501.1,1766,1677.7,1677.7,1713.02,1766,1730.68,1730.68,1677.7
400244_1,PREM. PLUS CEEA 31MM,Outpatient,272,,,,0,1766,1501.1,1501.1,1766,1677.7,1677.7,1713.02,1766,1730.68,1730.68,1677.7
400258_1,INDERMIL,Inpatient,272,,,01000-0313-71,0,329,279.65,279.65,329,312.55,312.55,319.13,329,322.42,322.42,312.55
400258_1,INDERMIL,Outpatient,272,,,01000-0313-71,0,329,279.65,279.65,329,312.55,312.55,319.13,329,322.42,322.42,312.55
400261_1,ELASTOPLAST 3X5,Inpatient,270,,,,0,73,62.05,62.05,73,69.35,69.35,70.81,73,71.54,71.54,69.35
400261_1,ELASTOPLAST 3X5,Outpatient,270,,,,0,73,62.05,62.05,73,69.35,69.35,70.81,73,71.54,71.54,69.35
400262_1,ELECTRIC PENCIL - CAUTERY,Inpatient,272,,,,0,56,47.6,47.6,56,53.2,53.2,54.32,56,54.88,54.88,53.2
400262_1,ELECTRIC PENCIL - CAUTERY,Outpatient,272,,,,0,56,47.6,47.6,56,53.2,53.2,54.32,56,54.88,54.88,53.2
400264_1,INDERMIL FOR CLINIC,Inpatient,272,,,,0,213,181.05,181.05,213,202.35,202.35,206.61,213,208.74,208.74,202.35
400264_1,INDERMIL FOR CLINIC,Outpatient,272,,,,0,213,181.05,181.05,213,202.35,202.35,206.61,213,208.74,208.74,202.35
400269_1,AED CPR-D PADZ ZOLL-ADULT,Inpatient,270,,,,0,778,661.3,661.3,778,739.1,739.1,754.66,778,762.44,762.44,739.1
400269_1,AED CPR-D PADZ ZOLL-ADULT,Outpatient,270,,,,0,778,661.3,661.3,778,739.1,739.1,754.66,778,762.44,762.44,739.1
400270_1,ENEMA - SALINE,Inpatient,270,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400270_1,ENEMA - SALINE,Outpatient,270,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400271_1,ENEMA BUCKET,Inpatient,270,,,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
400271_1,ENEMA BUCKET,Outpatient,270,,,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
400273_1,ET TUBE W/CUFF - 5.0,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400273_1,ET TUBE W/CUFF - 5.0,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400274_1,ET TUBE W/O CUFF -2.5,Inpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400274_1,ET TUBE W/O CUFF -2.5,Outpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400275_1,ET TUBE W/CUFF - 5.5,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400275_1,ET TUBE W/CUFF - 5.5,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400276_1,ET TUBE W/CUFF - 6.0,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400276_1,ET TUBE W/CUFF - 6.0,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400277_1,ET TUBE W/CUFF - 6.5,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400277_1,ET TUBE W/CUFF - 6.5,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400278_1,ET TUBE W/CUFF - 7.0,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400278_1,ET TUBE W/CUFF - 7.0,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400279_1,ET TUBE W/CUFF - 7.5,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400279_1,ET TUBE W/CUFF - 7.5,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400280_1,ET TUBE W/CUFF - 8.0,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400280_1,ET TUBE W/CUFF - 8.0,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400281_1,ET TUBE W/CUFF - 8.5,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400281_1,ET TUBE W/CUFF - 8.5,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400282_1,ET TUBE W/CUFF - 9.0,Inpatient,272,,,,0,22,18.7,18.7,22,20.9,20.9,21.34,22,21.56,21.56,20.9
400282_1,ET TUBE W/CUFF - 9.0,Outpatient,272,,,,0,22,18.7,18.7,22,20.9,20.9,21.34,22,21.56,21.56,20.9
400283_1,ET TUBE W/O CUFF -3.0,Inpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400283_1,ET TUBE W/O CUFF -3.0,Outpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400284_1,ET TUBE W/O CUFF -3.5,Inpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400284_1,ET TUBE W/O CUFF -3.5,Outpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400285_1,ET TUBE W/O CUFF -4.0,Inpatient,272,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400285_1,ET TUBE W/O CUFF -4.0,Outpatient,272,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400287_1,ET TUBE W/O CUFF -4.5,Inpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400287_1,ET TUBE W/O CUFF -4.5,Outpatient,272,,,,0,11,9.35,9.35,11,10.45,10.45,10.67,11,10.78,10.78,10.45
400288_1,ET TUBE W/CUFF - 3.0,Inpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400288_1,ET TUBE W/CUFF - 3.0,Outpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400292_1,TRAY - SAFE-T-CENTESIS,Inpatient,272,,,,0,474,402.9,402.9,474,450.3,450.3,459.78,474,464.52,464.52,450.3
400292_1,TRAY - SAFE-T-CENTESIS,Outpatient,272,,,,0,474,402.9,402.9,474,450.3,450.3,459.78,474,464.52,464.52,450.3
400293_1,ET TUBE W/CUFF - 4.5,Inpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400293_1,ET TUBE W/CUFF - 4.5,Outpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400294_1,ATTENDS UNDERGARMENT PKG,Inpatient,270,,,,0,104,88.4,88.4,104,98.8,98.8,100.88,104,101.92,101.92,98.8
400294_1,ATTENDS UNDERGARMENT PKG,Outpatient,270,,,,0,104,88.4,88.4,104,98.8,98.8,100.88,104,101.92,101.92,98.8
400295_1,COBAN 3 INCH-LATEX FREE,Inpatient,270,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400295_1,COBAN 3 INCH-LATEX FREE,Outpatient,270,,,,0,14,11.9,11.9,14,13.3,13.3,13.58,14,13.72,13.72,13.3
400297_1,FEEDING TUBE - 8FR,Inpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400297_1,FEEDING TUBE - 8FR,Outpatient,272,,,,0,15,12.75,12.75,15,14.25,14.25,14.55,15,14.7,14.7,14.25
400298_1,AED PED PADZ-II ZOLL-PED,Inpatient,270,,,,0,547,464.95,464.95,547,519.65,519.65,530.59,547,536.06,536.06,519.65
400298_1,AED PED PADZ-II ZOLL-PED,Outpatient,270,,,,0,547,464.95,464.95,547,519.65,519.65,530.59,547,536.06,536.06,519.65
400299_1,CATH KIT - FEMALE,Inpatient,272,A4351,Straight tip urine catheter,,0,23,19.55,1.79,23,21.85,21.85,22.31,23,22.54,22.54,21.85
400299_1,CATH KIT - FEMALE,Outpatient,272,A4351,Straight tip urine catheter,,0,23,19.55,1.79,23,21.85,1.79,1.79,1.79,22.54,22.54,21.85
400300_1,BEAVER BLADE,Inpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400300_1,BEAVER BLADE,Outpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400302_1,FETAL SCALP ELECTRODE/PHILIPS,Inpatient,272,,,,0,37,31.45,31.45,37,35.15,35.15,35.89,37,36.26,36.26,35.15
400302_1,FETAL SCALP ELECTRODE/PHILIPS,Outpatient,272,,,,0,37,31.45,31.45,37,35.15,35.15,35.89,37,36.26,36.26,35.15
400303_1,XEROFOAM 1x8,Inpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400303_1,XEROFOAM 1x8,Outpatient,272,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400304_1,FIBERGLASS PLASTER 2 INCH - WHITE,Inpatient,270,,,,0,25,21.25,21.25,25,23.75,23.75,24.25,25,24.5,24.5,23.75
400304_1,FIBERGLASS PLASTER 2 INCH - WHITE,Outpatient,270,,,,0,25,21.25,21.25,25,23.75,23.75,24.25,25,24.5,24.5,23.75
400305_1,FIBERGLASS PLASTER 3 INCH - WHITE,Inpatient,270,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400305_1,FIBERGLASS PLASTER 3 INCH - WHITE,Outpatient,270,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400306_1,FIBERGLASS PLASTER 4 INCH - WHITE,Inpatient,270,,,,0,39,33.15,33.15,39,37.05,37.05,37.83,39,38.22,38.22,37.05
400306_1,FIBERGLASS PLASTER 4 INCH - WHITE,Outpatient,270,,,,0,39,33.15,33.15,39,37.05,37.05,37.83,39,38.22,38.22,37.05
400308_1,NASAL ATOMIZER,Inpatient,270,,,,0,72,61.2,61.2,72,68.4,68.4,69.84,72,70.56,70.56,68.4
400308_1,NASAL ATOMIZER,Outpatient,270,,,,0,72,61.2,61.2,72,68.4,68.4,69.84,72,70.56,70.56,68.4
400309_1,FLANGE 2 3/4 /NEW IMAGE,Inpatient,270,,,,0,39,33.15,33.15,39,37.05,37.05,37.83,39,38.22,38.22,37.05
400309_1,FLANGE 2 3/4 /NEW IMAGE,Outpatient,270,,,,0,39,33.15,33.15,39,37.05,37.05,37.83,39,38.22,38.22,37.05
400311_1,ADAPTER PRESSURE LINE,Inpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400311_1,ADAPTER PRESSURE LINE,Outpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400317_1,FINGER SPLINT - FROG - MEDIUM,Inpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400317_1,FINGER SPLINT - FROG - MEDIUM,Outpatient,270,,,,0,10.5,8.93,8.93,10.5,9.98,9.98,10.19,10.5,10.29,10.29,9.98
400320_1,FILTER LINE SET ADULT/PED CO2,Inpatient,270,,,,0,90,76.5,76.5,90,85.5,85.5,87.3,90,88.2,88.2,85.5
400320_1,FILTER LINE SET ADULT/PED CO2,Outpatient,270,,,,0,90,76.5,76.5,90,85.5,85.5,87.3,90,88.2,88.2,85.5
400327_1,DRAIN POUCH 1 3/4,Inpatient,270,,,,0,470,399.5,399.5,470,446.5,446.5,455.9,470,460.6,460.6,446.5
400327_1,DRAIN POUCH 1 3/4,Outpatient,270,,,,0,470,399.5,399.5,470,446.5,446.5,455.9,470,460.6,460.6,446.5
400328_1,TED HOSE KNEE HI SM-REG,Inpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400328_1,TED HOSE KNEE HI SM-REG,Outpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400329_1,TED HOSE KNEE HI MED-REG,Inpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400329_1,TED HOSE KNEE HI MED-REG,Outpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400330_1,TED HOSE KNEE HI LG-REG,Inpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400330_1,TED HOSE KNEE HI LG-REG,Outpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400331_1,TED HOSE KNEE HI XLG-REG,Inpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400331_1,TED HOSE KNEE HI XLG-REG,Outpatient,270,,,,0,40,34,34,40,38,38,38.8,40,39.2,39.2,38
400337_1,HEMOCLIP LARGE,Inpatient,272,,,,0,90,76.5,76.5,90,85.5,85.5,87.3,90,88.2,88.2,85.5
400337_1,HEMOCLIP LARGE,Outpatient,272,,,,0,90,76.5,76.5,90,85.5,85.5,87.3,90,88.2,88.2,85.5
400339_1,HUMIDIFIER - BUBBLE - SALTER #7900,Inpatient,270,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400339_1,HUMIDIFIER - BUBBLE - SALTER #7900,Outpatient,270,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400342_1,CANNULA-HIGH FLOW-ADULT-SALTER,Inpatient,270,,,,0,36,30.6,30.6,36,34.2,34.2,34.92,36,35.28,35.28,34.2
400342_1,CANNULA-HIGH FLOW-ADULT-SALTER,Outpatient,270,,,,0,36,30.6,30.6,36,34.2,34.2,34.92,36,35.28,35.28,34.2
400343_1,TEGADERM ALGINATE 4x4 DRESSING,Inpatient,270,,,,0,28,23.8,23.8,28,26.6,26.6,27.16,28,27.44,27.44,26.6
400343_1,TEGADERM ALGINATE 4x4 DRESSING,Outpatient,270,,,,0,28,23.8,23.8,28,26.6,26.6,27.16,28,27.44,27.44,26.6
400345_1,VOLUMETRIC EXERCISER - ADULT,Inpatient,270,,,,0,28,23.8,23.8,28,26.6,26.6,27.16,28,27.44,27.44,26.6
400345_1,VOLUMETRIC EXERCISER - ADULT,Outpatient,270,,,,0,28,23.8,23.8,28,26.6,26.6,27.16,28,27.44,27.44,26.6
400347_1,INHALATION STER H20,Inpatient,272,,,,0,19,16.15,16.15,19,18.05,18.05,18.43,19,18.62,18.62,18.05
400347_1,INHALATION STER H20,Outpatient,272,,,,0,19,16.15,16.15,19,18.05,18.05,18.43,19,18.62,18.62,18.05
400349_1,VERSA POINT HYST ANGLED LOOP ELECTRODE,Inpatient,272,,,,0,1717,1459.45,1459.45,1717,1631.15,1631.15,1665.49,1717,1682.66,1682.66,1631.15
400349_1,VERSA POINT HYST ANGLED LOOP ELECTRODE,Outpatient,272,,,,0,1717,1459.45,1459.45,1717,1631.15,1631.15,1665.49,1717,1682.66,1682.66,1631.15
400350_1,CATH-IV ANGIO 10gax3.0,Inpatient,270,,,,0,240,204,204,240,228,228,232.8,240,235.2,235.2,228
400350_1,CATH-IV ANGIO 10gax3.0,Outpatient,270,,,,0,240,204,204,240,228,228,232.8,240,235.2,235.2,228
400352_1,LEG BAG EXT. TUBING,Inpatient,270,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400352_1,LEG BAG EXT. TUBING,Outpatient,270,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400353_1,BIOSENSOR - SURAL-LEFT,Inpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400353_1,BIOSENSOR - SURAL-LEFT,Outpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400356_1,BIOSENSOR - SURAL-RIGHT,Inpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400356_1,BIOSENSOR - SURAL-RIGHT,Outpatient,270,99070,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)",,0,241,204.85,204.85,241,228.95,228.95,233.77,241,236.18,236.18,228.95
400360_1,IRRIGATI0N TRAY,Inpatient,272,A4320,Irrigation tray,,0,13,11.05,5.5,13,12.35,12.35,12.61,13,12.74,12.74,12.35
400360_1,IRRIGATI0N TRAY,Outpatient,272,A4320,Irrigation tray,,0,13,11.05,5.5,13,12.35,5.5,5.5,5.5,12.74,12.74,12.35
400370_1,TED HOSE THIGH HI XLG-LONG W/BELT,Inpatient,270,,,,0,110,93.5,93.5,110,104.5,104.5,106.7,110,107.8,107.8,104.5
400370_1,TED HOSE THIGH HI XLG-LONG W/BELT,Outpatient,270,,,,0,110,93.5,93.5,110,104.5,104.5,106.7,110,107.8,107.8,104.5
400371_1,TED HOSE THIGH HI LG-REG,Inpatient,270,,,,0,78,66.3,66.3,78,74.1,74.1,75.66,78,76.44,76.44,74.1
400371_1,TED HOSE THIGH HI LG-REG,Outpatient,270,,,,0,78,66.3,66.3,78,74.1,74.1,75.66,78,76.44,76.44,74.1
400376_1,KNEE BRACE - LARGE,Inpatient,270,,,,0,195,165.75,165.75,195,185.25,185.25,189.15,195,191.1,191.1,185.25
400376_1,KNEE BRACE - LARGE,Outpatient,270,,,,0,195,165.75,165.75,195,185.25,185.25,189.15,195,191.1,191.1,185.25
400385_1,TED HOSE THIGH HI MED-REG,Inpatient,270,,,,0,78,66.3,66.3,78,74.1,74.1,75.66,78,76.44,76.44,74.1
400385_1,TED HOSE THIGH HI MED-REG,Outpatient,270,,,,0,78,66.3,66.3,78,74.1,74.1,75.66,78,76.44,76.44,74.1
