Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
,,Minimum Estimated Negotiated Allowable,,,,42.18,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,81.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,73.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,81.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,42.18,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
562,,99460 - Initial evaluation and management of newborn per day,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INITIAL EVALUATION AND MANAGEMENT OF NEWBORN PER DAY,983,99460,1,330.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,330.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,153.9,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,330.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,297.54,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,330.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,153.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
563,,"99487 - Complex chronic care management services for two or more chronic conditions, first 60 minutes of clinical staff time directed by health care professional, per calendar month",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES FOR TWO OR MORE CHRONIC CONDITIONS, FIRST 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH",960,99487,1,124,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,124,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,84.36,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,124,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,111.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,124,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,84.36,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
564,,"99490 - Chronic care management services, first 20 minutes of clinical staff time directed by health care professional, per calendar month",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"CHRONIC CARE MANAGEMENT SERVICES, FIRST 20 MINUTES OF CLINICAL STAFF TIME DIRECTED BY HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH",983,99490,1,59.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,59.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,51.87,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,59.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,53.82,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,59.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,51.87,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
565,,99496 - Transitional care management services for problem of high complexity,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,TRANSITIONAL CARE MANAGEMENT SERVICES FOR PROBLEM OF HIGH COMPLEXITY,960,99496,1,232.3,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,232.3,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,209.07,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,261.63,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,209.07,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,232.3,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,261.63,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
566,,"A419 - Sepsis, unspecified organism",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: EMERGENCY,,,,,Community_Hospital_of_Anaconda
,1.0,"INFUSION INTO A VEIN FOR HYDRATION, EACH ADDITIONAL HOUR",260,96361,1,249.09,Community_Hospital_of_Anaconda
,2.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, 1 HOUR OR LESS",260,96365,1,384.9,Community_Hospital_of_Anaconda
,3.0,INJECTION OF ADDITIONAL NEW DRUG OR SUBSTANCE INTO VEIN,260,96375,1,165,Community_Hospital_of_Anaconda
,4.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.79,Community_Hospital_of_Anaconda
,5.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,202.19,Community_Hospital_of_Anaconda
,6.0,LACTIC ACID LEVEL,301,83605,1,86.85,Community_Hospital_of_Anaconda
,7.0,"TROPONIN (PROTEIN) ANALYSIS, QUANTITATIVE",301,84484,1,144.1,Community_Hospital_of_Anaconda
,8.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,1,55.9,Community_Hospital_of_Anaconda
,9.0,AMPLIFED DNA OR RNA PROBE DETECTION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (COVID-19) ANTIGEN,306,87635,1,64.14,Community_Hospital_of_Anaconda
,10.0,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, AUTOMATED",307,81001,1,44.1,Community_Hospital_of_Anaconda
,11.0,"X-RAY OF CHEST, 1 VIEW",324,71045,1,142.47,Community_Hospital_of_Anaconda
,12.0,EMERGENCY DEPARTMENT VISIT FOR LIFE THREATENING OR FUNCTIONING SEVERITY,450,99285,1,1378.5,Community_Hospital_of_Anaconda
,13.0,NORMAL SALINE SOLUTION INFUS,636,J7030,1,103.48,Community_Hospital_of_Anaconda
,14.0,NORMAL SALINE SOLUTION INFUS,636,J7050,1,64.34,Community_Hospital_of_Anaconda
,15.0,MISCELLANEOUS DRUGS,637,A9270,2,9.52,Community_Hospital_of_Anaconda
,16.0,ROUTINE ELECTROCARDIOGRAM (ECG) USING AT LEAST 12 LEADS WITH TRACING,730,93005,1,140,Community_Hospital_of_Anaconda
,17.0,EMERGENCY DEPARTMENT VISIT FOR LIFE THREATENING OR FUNCTIONING SEVERITY,981,99285,1,540.78,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,3796.15,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,2278.76,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,3796.15,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,2470.04,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,3253.77,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,2278.76,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,3796.15,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,3274.81,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,3092.61,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
567,,"A419 - Sepsis, unspecified organism",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: INPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,4,6296.13,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,0,1446.97,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,450,3180.8,Community_Hospital_of_Anaconda
,4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,4,728.59,Community_Hospital_of_Anaconda
,5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,3,1002.09,Community_Hospital_of_Anaconda
,6.0,LABORATORY - GENERAL CLASSIFICATION,300,,10,834.98,Community_Hospital_of_Anaconda
,7.0,LABORATORY - CHEMISTRY,301,,6,625.45,Community_Hospital_of_Anaconda
,8.0,LABORATORY - IMMUNOLOGY,302,,1,73.71,Community_Hospital_of_Anaconda
,9.0,LABORATORY - HEMATOLOGY,305,,4,234.25,Community_Hospital_of_Anaconda
,10.0,LABORATORY - BACTERIOLOGY & MICROBIOLOGY,306,,4,490.11,Community_Hospital_of_Anaconda
,11.0,LABORATORY - UROLOGY,307,,0,18.99,Community_Hospital_of_Anaconda
,12.0,LABORATORY PATHOLOGY - GENERAL CLASSIFICATION,310,,0,12.79,Community_Hospital_of_Anaconda
,13.0,RADIOLOGY - DIAGNOSTIC - CHEST X-RAY,324,,1,127.69,Community_Hospital_of_Anaconda
,14.0,CT SCAN - BODY SCAN,352,,0,769.35,Community_Hospital_of_Anaconda
,15.0,OTHER IMAGING SERVICES - ULTRASOUND,402,,0,84.5,Community_Hospital_of_Anaconda
,16.0,RESPIRATORY SERVICES - INHALATION SERVICES,412,,6,458.39,Community_Hospital_of_Anaconda
,17.0,PHYSICAL THERAPY - GENERAL CLASSIFICATION,420,,3,251.61,Community_Hospital_of_Anaconda
,18.0,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION,424,,1,120.39,Community_Hospital_of_Anaconda
,19.0,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION,430,,1,108.39,Community_Hospital_of_Anaconda
,20.0,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION,434,,1,102.06,Community_Hospital_of_Anaconda
,21.0,SPEECH-LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION,444,,0,48.39,Community_Hospital_of_Anaconda
,22.0,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION,730,,1,103.87,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,17119.49,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,13695.59,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,17119.49,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,13695.59,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,15407.54,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,14551.57,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,17119.49,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,15749.93,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,16263.52,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
568,,B029 - Zoster without complications,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",510,99213,1,42.4,Community_Hospital_of_Anaconda
,2.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,1,174.04,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,216.44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,29.68,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,216.44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,33.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,192.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,29.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,216.44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,121.66,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,40.28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
569,,"C189 - Malignant neoplasm of colon, unspecified",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,193,Community_Hospital_of_Anaconda
,2.0,CARCINOEMBRYONIC ANTIGEN (CEA) PROTEIN LEVEL,301,82378,1,137.5,Community_Hospital_of_Anaconda
,3.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,1,55.9,Community_Hospital_of_Anaconda
,4.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",510,99213,1,42.4,Community_Hospital_of_Anaconda
,5.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,1,175.86,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,604.66,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,300.16,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,604.66,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,343.04,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,522.75,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,300.16,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,604.66,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,477.15,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,407.36,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
570,,C3490 - Malignant neoplasm of unspecified part of unspecified bronchus or lung,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,193,Community_Hospital_of_Anaconda
,2.0,LACTATE DEHYDROGENASE (ENZYME) LEVEL,301,83615,1,62.8,Community_Hospital_of_Anaconda
,3.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,1,55.9,Community_Hospital_of_Anaconda
,4.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",510,99213,1,42.4,Community_Hospital_of_Anaconda
,5.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,1,180.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,534.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,247.87,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,534.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,283.28,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,463.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,247.87,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,534.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,408.42,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,336.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
571,,C50911 - Malignant neoplasm of unspecified site of right female breast,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",510,99213,1,42.4,Community_Hospital_of_Anaconda
,2.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,1,172.03,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,214.43,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,29.68,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,214.43,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,33.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,190.87,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,29.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,214.43,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,121.66,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,40.28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
572,,C50912 - Malignant neoplasm of unspecified site of left female breast,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,19.8,Community_Hospital_of_Anaconda
,2.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,193,Community_Hospital_of_Anaconda
,3.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,1,55.9,Community_Hospital_of_Anaconda
,4.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",510,99213,1,42.4,Community_Hospital_of_Anaconda
,5.0,"ESTABLISHED PATIENT OFFICE OR OTHER OUTPATIENT VISIT, 20-29 MINUTES",983,99213,1,178.28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,489.38,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,217.77,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,489.38,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,248.88,Community_Hospital_of_Anaconda
