BIG HORN HOSPITAL ASSOCIATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,hospital
7660004,RAD FEE/ABDOMEN 3 OR MORE VIEWS,"74021,26",2019-07-01 00:00:00,,Radiology Pro Fee,,47.88,38.304,12.4488,46.4436,45.486,% OF CHARGE,22.16,FEE SCHEDULE,35.431200000000004,% OF CHARGES,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,22.16,FEE SCHEDULE,38.304,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,45.486,% OF CHARGE,46.4436,% OF CHARGE,35.431200000000004,% OF CHARGE,35.431200000000004,% OF CHARGE,35.431200000000004,% OF CHARGE,45.486,% OF CHARGES,45.486,% OF CHARGES,35.431200000000004,% OF CHARGES,35.431200000000004,% OF CHARGES,45.486,% OF CHARGES,45.486,% OF CHARGE,35.431200000000004,% OF CHARGE,25.376400000000004,% OF CHARGE,12.4488,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660038,RAD FEE/ABDOMEN ACUTE SERIES,"74022,26",2019-07-01 00:00:00,,Radiology Pro Fee,,56.2,44.96,14.612000000000002,54.514,53.39,% OF CHARGE,26.24,FEE SCHEDULE,41.588,% OF CHARGES,26.24,FEE SCHEDULE,26.24,FEE SCHEDULE,26.24,FEE SCHEDULE,26.24,FEE SCHEDULE,44.96000000000001,% OF CHARGE,53.39,% OF CHARGE,53.39,% OF CHARGE,53.39,% OF CHARGE,53.39,% OF CHARGE,54.514,% OF CHARGE,41.588,% OF CHARGE,41.588,% OF CHARGE,41.588,% OF CHARGE,53.39,% OF CHARGES,53.39,% OF CHARGES,41.588,% OF CHARGES,41.588,% OF CHARGES,53.39,% OF CHARGES,53.39,% OF CHARGE,41.588,% OF CHARGE,29.786,% OF CHARGE,14.612000000000002,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050189,RAD FEE/CT ABDOMEN WO/CONTRAST,"74150,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,207.44,165.952,53.934400000000004,201.2168,197.06799999999998,% OF CHARGE,98.56,FEE SCHEDULE,153.5056,% OF CHARGES,98.56,FEE SCHEDULE,98.56,FEE SCHEDULE,98.56,FEE SCHEDULE,98.56,FEE SCHEDULE,165.952,% OF CHARGE,197.06799999999998,% OF CHARGE,197.06799999999998,% OF CHARGE,197.06799999999998,% OF CHARGE,197.06799999999998,% OF CHARGE,201.2168,% OF CHARGE,153.5056,% OF CHARGE,153.5056,% OF CHARGE,153.5056,% OF CHARGE,197.06799999999998,% OF CHARGES,197.06799999999998,% OF CHARGES,153.5056,% OF CHARGES,153.5056,% OF CHARGES,197.06799999999998,% OF CHARGES,197.06799999999998,% OF CHARGE,153.5056,% OF CHARGE,109.9432,% OF CHARGE,53.934400000000004,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050197,RAD FEE/CT ABDOMEN W/CONTRAST,"74160,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,220.51,176.408,57.3326,213.89469999999997,209.48449999999997,% OF CHARGE,105.56,FEE SCHEDULE,163.17739999999998,% OF CHARGES,105.56,FEE SCHEDULE,105.56,FEE SCHEDULE,105.56,FEE SCHEDULE,105.56,FEE SCHEDULE,176.40800000000002,% OF CHARGE,209.48449999999997,% OF CHARGE,209.48449999999997,% OF CHARGE,209.48449999999997,% OF CHARGE,209.48449999999997,% OF CHARGE,213.89469999999997,% OF CHARGE,163.17739999999998,% OF CHARGE,163.17739999999998,% OF CHARGE,163.17739999999998,% OF CHARGE,209.48449999999997,% OF CHARGES,209.48449999999997,% OF CHARGES,163.17739999999998,% OF CHARGES,163.17739999999998,% OF CHARGES,209.48449999999997,% OF CHARGES,209.48449999999997,% OF CHARGE,163.17739999999998,% OF CHARGE,116.8703,% OF CHARGE,57.3326,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050205,RAD FEE/CT ABDOMEN W/WO,"74170,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,242.68,194.144,63.0968,235.3996,230.546,% OF CHARGE,116.06,FEE SCHEDULE,179.5832,% OF CHARGES,116.06,FEE SCHEDULE,116.06,FEE SCHEDULE,116.06,FEE SCHEDULE,116.06,FEE SCHEDULE,194.144,% OF CHARGE,230.546,% OF CHARGE,230.546,% OF CHARGE,230.546,% OF CHARGE,230.546,% OF CHARGE,235.3996,% OF CHARGE,179.5832,% OF CHARGE,179.5832,% OF CHARGE,179.5832,% OF CHARGE,230.546,% OF CHARGES,230.546,% OF CHARGES,179.5832,% OF CHARGES,179.5832,% OF CHARGES,230.546,% OF CHARGES,230.546,% OF CHARGE,179.5832,% OF CHARGE,128.62040000000002,% OF CHARGE,63.0968,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050387,RAD FEE/CT ANGIO ABD-PELVIS/W,"74174,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,378.44,302.752,98.3944,367.0868,359.518,% OF CHARGE,180.79,FEE SCHEDULE,280.0456,% OF CHARGES,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,302.752,% OF CHARGE,359.518,% OF CHARGE,359.518,% OF CHARGE,359.518,% OF CHARGE,359.518,% OF CHARGE,367.0868,% OF CHARGE,280.0456,% OF CHARGE,280.0456,% OF CHARGE,280.0456,% OF CHARGE,359.518,% OF CHARGES,359.518,% OF CHARGES,280.0456,% OF CHARGES,280.0456,% OF CHARGES,359.518,% OF CHARGES,359.518,% OF CHARGE,280.0456,% OF CHARGE,200.5732,% OF CHARGE,98.3944,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050379,RAD FEE/CT ANGIO ABDOMEN/W,"74175,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,313.14,250.512,81.4164,303.7458,297.48299999999995,% OF CHARGE,149.88,FEE SCHEDULE,231.72359999999998,% OF CHARGES,149.88,FEE SCHEDULE,149.88,FEE SCHEDULE,149.88,FEE SCHEDULE,149.88,FEE SCHEDULE,250.512,% OF CHARGE,297.48299999999995,% OF CHARGE,297.48299999999995,% OF CHARGE,297.48299999999995,% OF CHARGE,297.48299999999995,% OF CHARGE,303.7458,% OF CHARGE,231.72359999999998,% OF CHARGE,231.72359999999998,% OF CHARGE,231.72359999999998,% OF CHARGE,297.48299999999995,% OF CHARGES,297.48299999999995,% OF CHARGES,231.72359999999998,% OF CHARGES,231.72359999999998,% OF CHARGES,297.48299999999995,% OF CHARGES,297.48299999999995,% OF CHARGE,231.72359999999998,% OF CHARGE,165.9642,% OF CHARGE,81.4164,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050304,RAD FEE/CT ABD/PELVIS WO CONTRAST,"74176,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,302.45,241.95999999999998,78.637,293.37649999999996,287.3275,% OF CHARGE,144.05,FEE SCHEDULE,223.813,% OF CHARGES,144.05,FEE SCHEDULE,144.05,FEE SCHEDULE,144.05,FEE SCHEDULE,144.05,FEE SCHEDULE,241.96,% OF CHARGE,287.3275,% OF CHARGE,287.3275,% OF CHARGE,287.3275,% OF CHARGE,287.3275,% OF CHARGE,293.37649999999996,% OF CHARGE,223.813,% OF CHARGE,223.813,% OF CHARGE,223.813,% OF CHARGE,287.3275,% OF CHARGES,287.3275,% OF CHARGES,223.813,% OF CHARGES,223.813,% OF CHARGES,287.3275,% OF CHARGES,287.3275,% OF CHARGE,223.813,% OF CHARGE,160.2985,% OF CHARGE,78.637,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050312,RAD FEE/CT ABD/PELVIS W-CONTRAST,"74177,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,316.73,253.38400000000001,82.3498,307.2281,300.8935,% OF CHARGE,151.05,FEE SCHEDULE,234.3802,% OF CHARGES,151.05,FEE SCHEDULE,151.05,FEE SCHEDULE,151.05,FEE SCHEDULE,151.05,FEE SCHEDULE,253.38400000000001,% OF CHARGE,300.8935,% OF CHARGE,300.8935,% OF CHARGE,300.8935,% OF CHARGE,300.8935,% OF CHARGE,307.2281,% OF CHARGE,234.3802,% OF CHARGE,234.3802,% OF CHARGE,234.3802,% OF CHARGE,300.8935,% OF CHARGES,300.8935,% OF CHARGES,234.3802,% OF CHARGES,234.3802,% OF CHARGES,300.8935,% OF CHARGES,300.8935,% OF CHARGE,234.3802,% OF CHARGE,167.86690000000002,% OF CHARGE,82.3498,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050320,RAD FEE/CT ABD/PELVIS W-WO CONTRAST,"74178,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,347.19,277.752,90.2694,336.7743,329.8305,% OF CHARGE,165.63,FEE SCHEDULE,256.9206,% OF CHARGES,165.63,FEE SCHEDULE,165.63,FEE SCHEDULE,165.63,FEE SCHEDULE,165.63,FEE SCHEDULE,277.752,% OF CHARGE,329.8305,% OF CHARGE,329.8305,% OF CHARGE,329.8305,% OF CHARGE,329.8305,% OF CHARGE,336.7743,% OF CHARGE,256.9206,% OF CHARGE,256.9206,% OF CHARGE,256.9206,% OF CHARGE,329.8305,% OF CHARGES,329.8305,% OF CHARGES,256.9206,% OF CHARGES,256.9206,% OF CHARGES,329.8305,% OF CHARGES,329.8305,% OF CHARGE,256.9206,% OF CHARGE,184.0107,% OF CHARGE,90.2694,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350399,RAD FEE/MR ABDOMEN/WO (PROF),"74181,26",2019-07-01 00:00:00,,MRI Pro Fees,,253.37,202.696,65.8762,245.7689,240.70149999999998,% OF CHARGE,121.31,FEE SCHEDULE,187.4938,% OF CHARGES,121.31,FEE SCHEDULE,121.31,FEE SCHEDULE,121.31,FEE SCHEDULE,121.31,FEE SCHEDULE,202.69600000000003,% OF CHARGE,240.70149999999998,% OF CHARGE,240.70149999999998,% OF CHARGE,240.70149999999998,% OF CHARGE,240.70149999999998,% OF CHARGE,245.7689,% OF CHARGE,187.4938,% OF CHARGE,187.4938,% OF CHARGE,187.4938,% OF CHARGE,240.70149999999998,% OF CHARGES,240.70149999999998,% OF CHARGES,187.4938,% OF CHARGES,187.4938,% OF CHARGES,240.70149999999998,% OF CHARGES,240.70149999999998,% OF CHARGE,187.4938,% OF CHARGE,134.2861,% OF CHARGE,65.8762,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350407,RAD FEE/MR ABDOMEN/W (PROF),"74182,26",2019-07-01 00:00:00,,MRI Pro Fees,,301.26,241.00799999999998,78.3276,292.2222,286.197,% OF CHARGE,143.47,FEE SCHEDULE,222.9324,% OF CHARGES,143.47,FEE SCHEDULE,143.47,FEE SCHEDULE,143.47,FEE SCHEDULE,143.47,FEE SCHEDULE,241.008,% OF CHARGE,286.197,% OF CHARGE,286.197,% OF CHARGE,286.197,% OF CHARGE,286.197,% OF CHARGE,292.2222,% OF CHARGE,222.9324,% OF CHARGE,222.9324,% OF CHARGE,222.9324,% OF CHARGE,286.197,% OF CHARGES,286.197,% OF CHARGES,222.9324,% OF CHARGES,222.9324,% OF CHARGES,286.197,% OF CHARGES,286.197,% OF CHARGE,222.9324,% OF CHARGE,159.6678,% OF CHARGE,78.3276,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350415,RAD FEE/MR ABDOMEN/W-WO (PROF),"74183,26",2019-07-01 00:00:00,,MRI Pro Fees,,382.01,305.608,99.3226,370.5497,362.9095,% OF CHARGE,180.79,FEE SCHEDULE,282.68739999999997,% OF CHARGES,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,180.79,FEE SCHEDULE,305.608,% OF CHARGE,362.9095,% OF CHARGE,362.9095,% OF CHARGE,362.9095,% OF CHARGE,362.9095,% OF CHARGE,370.5497,% OF CHARGE,282.68739999999997,% OF CHARGE,282.68739999999997,% OF CHARGE,282.68739999999997,% OF CHARGE,362.9095,% OF CHARGES,362.9095,% OF CHARGES,282.68739999999997,% OF CHARGES,282.68739999999997,% OF CHARGES,362.9095,% OF CHARGES,362.9095,% OF CHARGE,282.68739999999997,% OF CHARGE,202.4653,% OF CHARGE,99.3226,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350431,RAD FEE/MRA ANGIO ABDOMEN W/WO,"74185,26",2019-07-01 00:00:00,,MRI Pro Fees,,309.57,247.656,80.4882,300.2829,294.0915,% OF CHARGE,147.55,FEE SCHEDULE,229.0818,% OF CHARGES,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,147.55,FEE SCHEDULE,247.656,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,294.0915,% OF CHARGE,300.2829,% OF CHARGE,229.0818,% OF CHARGE,229.0818,% OF CHARGE,229.0818,% OF CHARGE,294.0915,% OF CHARGES,294.0915,% OF CHARGES,229.0818,% OF CHARGES,229.0818,% OF CHARGES,294.0915,% OF CHARGES,294.0915,% OF CHARGE,229.0818,% OF CHARGE,164.0721,% OF CHARGE,80.4882,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660848,RAD FEE/INTRAOPERATVIE CHOLANGIOGRA,"74300,26",2019-07-01 00:00:00,,Radiology Pro Fee,,64.09,51.272000000000006,16.663400000000003,62.167300000000004,60.8855,% OF CHARGE,29.74,FEE SCHEDULE,47.4266,% OF CHARGES,29.74,FEE SCHEDULE,29.74,FEE SCHEDULE,29.74,FEE SCHEDULE,29.74,FEE SCHEDULE,51.272000000000006,% OF CHARGE,60.8855,% OF CHARGE,60.8855,% OF CHARGE,60.8855,% OF CHARGE,60.8855,% OF CHARGE,62.167300000000004,% OF CHARGE,47.4266,% OF CHARGE,47.4266,% OF CHARGE,47.4266,% OF CHARGE,60.8855,% OF CHARGES,60.8855,% OF CHARGES,47.4266,% OF CHARGES,47.4266,% OF CHARGES,60.8855,% OF CHARGES,60.8855,% OF CHARGE,47.4266,% OF CHARGE,33.9677,% OF CHARGE,16.663400000000003,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660855,RAD FEE/INTRAOPERATIVE CHOLANG ADD',"74301,26",2019-07-01 00:00:00,,Radiology Pro Fee,,36.43,29.144,9.4718,35.3371,34.6085,% OF CHARGE,17.5,FEE SCHEDULE,26.958199999999998,% OF CHARGES,17.5,FEE SCHEDULE,17.5,FEE SCHEDULE,17.5,FEE SCHEDULE,17.5,FEE SCHEDULE,29.144000000000002,% OF CHARGE,34.6085,% OF CHARGE,34.6085,% OF CHARGE,34.6085,% OF CHARGE,34.6085,% OF CHARGE,35.3371,% OF CHARGE,26.958199999999998,% OF CHARGE,26.958199999999998,% OF CHARGE,26.958199999999998,% OF CHARGE,34.6085,% OF CHARGES,34.6085,% OF CHARGES,26.958199999999998,% OF CHARGES,26.958199999999998,% OF CHARGES,34.6085,% OF CHARGES,34.6085,% OF CHARGE,26.958199999999998,% OF CHARGE,19.3079,% OF CHARGE,9.4718,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660301,RAD FEE/FOREIGN BODY (CHILD),"76010,26",2019-07-01 00:00:00,,Radiology Pro Fee,,31.68,25.344,8.2368,30.729599999999998,30.096,% OF CHARGE,15.16,FEE SCHEDULE,23.4432,% OF CHARGES,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,25.344,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.729599999999998,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,30.096,% OF CHARGES,30.096,% OF CHARGES,23.4432,% OF CHARGES,23.4432,% OF CHARGES,30.096,% OF CHARGES,30.096,% OF CHARGE,23.4432,% OF CHARGE,16.7904,% OF CHARGE,8.2368,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050213,RAD FEE/CT SINUSES 1-10 CUTS LOCALI,"76380,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,168.63,134.904,43.8438,163.5711,160.1985,% OF CHARGE,79.9,FEE SCHEDULE,124.7862,% OF CHARGES,79.9,FEE SCHEDULE,79.9,FEE SCHEDULE,79.9,FEE SCHEDULE,79.9,FEE SCHEDULE,134.904,% OF CHARGE,160.1985,% OF CHARGE,160.1985,% OF CHARGE,160.1985,% OF CHARGE,160.1985,% OF CHARGE,163.5711,% OF CHARGE,124.7862,% OF CHARGE,124.7862,% OF CHARGE,124.7862,% OF CHARGE,160.1985,% OF CHARGES,160.1985,% OF CHARGES,124.7862,% OF CHARGES,124.7862,% OF CHARGES,160.1985,% OF CHARGES,160.1985,% OF CHARGE,124.7862,% OF CHARGE,89.3739,% OF CHARGE,43.8438,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280282,RAD FEE/US ECHOENCEPHALOGRAPHY,"76506,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,111.97,89.576,29.1122,108.6109,106.3715,% OF CHARGE,53.07,FEE SCHEDULE,82.8578,% OF CHARGES,53.07,FEE SCHEDULE,53.07,FEE SCHEDULE,53.07,FEE SCHEDULE,53.07,FEE SCHEDULE,89.57600000000001,% OF CHARGE,106.3715,% OF CHARGE,106.3715,% OF CHARGE,106.3715,% OF CHARGE,106.3715,% OF CHARGE,108.6109,% OF CHARGE,82.8578,% OF CHARGE,82.8578,% OF CHARGE,82.8578,% OF CHARGE,106.3715,% OF CHARGES,106.3715,% OF CHARGES,82.8578,% OF CHARGES,82.8578,% OF CHARGES,106.3715,% OF CHARGES,106.3715,% OF CHARGE,82.8578,% OF CHARGE,59.344100000000005,% OF CHARGE,29.1122,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280000,RAD FEE/US THYROID,"76536,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,97.38,77.904,25.3188,94.45859999999999,92.511,% OF CHARGE,46.66,FEE SCHEDULE,72.0612,% OF CHARGES,46.66,FEE SCHEDULE,46.66,FEE SCHEDULE,46.66,FEE SCHEDULE,46.66,FEE SCHEDULE,77.904,% OF CHARGE,92.511,% OF CHARGE,92.511,% OF CHARGE,92.511,% OF CHARGE,92.511,% OF CHARGE,94.45859999999999,% OF CHARGE,72.0612,% OF CHARGE,72.0612,% OF CHARGE,72.0612,% OF CHARGE,92.511,% OF CHARGES,92.511,% OF CHARGES,72.0612,% OF CHARGES,72.0612,% OF CHARGES,92.511,% OF CHARGES,92.511,% OF CHARGE,72.0612,% OF CHARGE,51.6114,% OF CHARGE,25.3188,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280232,RAD FEE/US CHEST,"76604,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,93.82,75.056,24.3932,91.0054,89.12899999999999,% OF CHARGE,47.82,FEE SCHEDULE,69.4268,% OF CHARGES,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,75.056,% OF CHARGE,89.12899999999999,% OF CHARGE,89.12899999999999,% OF CHARGE,89.12899999999999,% OF CHARGE,89.12899999999999,% OF CHARGE,91.0054,% OF CHARGE,69.4268,% OF CHARGE,69.4268,% OF CHARGE,69.4268,% OF CHARGE,89.12899999999999,% OF CHARGES,89.12899999999999,% OF CHARGES,69.4268,% OF CHARGES,69.4268,% OF CHARGES,89.12899999999999,% OF CHARGES,89.12899999999999,% OF CHARGE,69.4268,% OF CHARGE,49.7246,% OF CHARGE,24.3932,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280283,RAD FEE/US BREAST LTD,"76642,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,118.37,94.696,30.776200000000003,114.8189,112.4515,% OF CHARGE,55.99,FEE SCHEDULE,87.5938,% OF CHARGES,55.99,FEE SCHEDULE,55.99,FEE SCHEDULE,55.99,FEE SCHEDULE,55.99,FEE SCHEDULE,94.69600000000001,% OF CHARGE,112.4515,% OF CHARGE,112.4515,% OF CHARGE,112.4515,% OF CHARGE,112.4515,% OF CHARGE,114.8189,% OF CHARGE,87.5938,% OF CHARGE,87.5938,% OF CHARGE,87.5938,% OF CHARGE,112.4515,% OF CHARGES,112.4515,% OF CHARGES,87.5938,% OF CHARGES,87.5938,% OF CHARGES,112.4515,% OF CHARGES,112.4515,% OF CHARGE,87.5938,% OF CHARGE,62.73610000000001,% OF CHARGE,30.776200000000003,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280018,RAD FEE/US ABDOMEN,"76700,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,139.76,111.80799999999999,36.3376,135.56719999999999,132.772,% OF CHARGE,67.65,FEE SCHEDULE,103.4224,% OF CHARGES,67.65,FEE SCHEDULE,67.65,FEE SCHEDULE,67.65,FEE SCHEDULE,67.65,FEE SCHEDULE,111.80799999999999,% OF CHARGE,132.772,% OF CHARGE,132.772,% OF CHARGE,132.772,% OF CHARGE,132.772,% OF CHARGE,135.56719999999999,% OF CHARGE,103.4224,% OF CHARGE,103.4224,% OF CHARGE,103.4224,% OF CHARGE,132.772,% OF CHARGES,132.772,% OF CHARGES,103.4224,% OF CHARGES,103.4224,% OF CHARGES,132.772,% OF CHARGES,132.772,% OF CHARGE,103.4224,% OF CHARGE,74.0728,% OF CHARGE,36.3376,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280026,RAD FEE/US ABDOMEN LIMITED,"76705,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,100.95,80.76,26.247,97.9215,95.9025,% OF CHARGE,48.41,FEE SCHEDULE,74.703,% OF CHARGES,48.41,FEE SCHEDULE,48.41,FEE SCHEDULE,48.41,FEE SCHEDULE,48.41,FEE SCHEDULE,80.76,% OF CHARGE,95.9025,% OF CHARGE,95.9025,% OF CHARGE,95.9025,% OF CHARGE,95.9025,% OF CHARGE,97.9215,% OF CHARGE,74.703,% OF CHARGE,74.703,% OF CHARGE,74.703,% OF CHARGE,95.9025,% OF CHARGES,95.9025,% OF CHARGES,74.703,% OF CHARGES,74.703,% OF CHARGES,95.9025,% OF CHARGES,95.9025,% OF CHARGE,74.703,% OF CHARGE,53.5035,% OF CHARGE,26.247,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280034,RAD FEE/US ABD RETROPERITON COMPLET,"76770,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,127.88,102.304,33.2488,124.0436,121.48599999999999,% OF CHARGE,60.65,FEE SCHEDULE,94.63119999999999,% OF CHARGES,60.65,FEE SCHEDULE,60.65,FEE SCHEDULE,60.65,FEE SCHEDULE,60.65,FEE SCHEDULE,102.304,% OF CHARGE,121.48599999999999,% OF CHARGE,121.48599999999999,% OF CHARGE,121.48599999999999,% OF CHARGE,121.48599999999999,% OF CHARGE,124.0436,% OF CHARGE,94.63119999999999,% OF CHARGE,94.63119999999999,% OF CHARGE,94.63119999999999,% OF CHARGE,121.48599999999999,% OF CHARGES,121.48599999999999,% OF CHARGES,94.63119999999999,% OF CHARGES,94.63119999999999,% OF CHARGES,121.48599999999999,% OF CHARGES,121.48599999999999,% OF CHARGE,94.63119999999999,% OF CHARGE,67.7764,% OF CHARGE,33.2488,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280042,RAD FEE/US ABD RETROPER LTD,"76775,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,99.76,79.808,25.937600000000003,96.7672,94.772,% OF CHARGE,47.82,FEE SCHEDULE,73.8224,% OF CHARGES,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,47.82,FEE SCHEDULE,79.808,% OF CHARGE,94.772,% OF CHARGE,94.772,% OF CHARGE,94.772,% OF CHARGE,94.772,% OF CHARGE,96.7672,% OF CHARGE,73.8224,% OF CHARGE,73.8224,% OF CHARGE,73.8224,% OF CHARGE,94.772,% OF CHARGES,94.772,% OF CHARGES,73.8224,% OF CHARGES,73.8224,% OF CHARGES,94.772,% OF CHARGES,94.772,% OF CHARGE,73.8224,% OF CHARGE,52.872800000000005,% OF CHARGE,25.937600000000003,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280224,RAD FEE/US SPINAL CANAL (INFANT),"76800,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,211.07,168.856,54.8782,204.7379,200.51649999999998,% OF CHARGE,96.81,FEE SCHEDULE,156.1918,% OF CHARGES,96.81,FEE SCHEDULE,96.81,FEE SCHEDULE,96.81,FEE SCHEDULE,96.81,FEE SCHEDULE,168.856,% OF CHARGE,200.51649999999998,% OF CHARGE,200.51649999999998,% OF CHARGE,200.51649999999998,% OF CHARGE,200.51649999999998,% OF CHARGE,204.7379,% OF CHARGE,156.1918,% OF CHARGE,156.1918,% OF CHARGE,156.1918,% OF CHARGE,200.51649999999998,% OF CHARGES,200.51649999999998,% OF CHARGES,156.1918,% OF CHARGES,156.1918,% OF CHARGES,200.51649999999998,% OF CHARGES,200.51649999999998,% OF CHARGE,156.1918,% OF CHARGE,111.86710000000001,% OF CHARGE,54.8782,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8280174,RAD FEE/US OB 1ST TRIMESTER,"76801,26",2019-07-01 00:00:00,,Ultrasound Pro Fee,,173.38,138.704,45.0788,168.1786,164.71099999999998,% OF CHARGE,82.23,FEE SCHEDULE,128.3012,% OF CHARGES,82.23,FEE SCHEDULE,82.23,FEE SCHEDULE,82.23,FEE SCHEDULE,82.23,FEE SCHEDULE,138.704,% OF CHARGE,164.71099999999998,% OF CHARGE,164.71099999999998,% OF CHARGE,164.71099999999998,% OF CHARGE,164.71099999999998,% OF CHARGE,168.1786,% OF CHARGE,128.3012,% OF CHARGE,128.3012,% OF CHARGE,128.3012,% OF CHARGE,164.71099999999998,% OF CHARGES,164.71099999999998,% OF CHARGES,128.3012,% OF CHARGES,128.3012,% OF CHARGES,164.71099999999998,% OF CHARGES,164.71099999999998,% OF CHARGE,128.3012,% OF CHARGE,91.8914,% OF CHARGE,45.0788,% OF CHARGE,Big_Horn_County_Memorial_Hospital
