Location,Dept Number,Charge Code,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Minimum Contracted price,Maximum Contracted Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,InterWest,Pacific Source,Mountain Health Co-Op PPO,Mountain Health Co-Op HPN,United Medicare,hospital
BTMC,6400,867629,RUBELLA IMMUNE STATUS,302,86762,107.0,64.2,34.0,107.0,107.0,34.0,34.0,96.3,85.07,101.65,101.65,102.72,103.79,93.09,80.25,Benefis_Teton_Medical_Center
BTMC,6400,86765,RUBEOLA SEROLOGY (RUBEOLA.C),302,86765,92.0,55.2,30.43,92.0,92.0,30.43,30.43,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,867652,MEASELS IgG IgM,302,86765,233.5,140.1,30.43,233.5,233.5,30.43,30.43,210.15,185.63,221.83,221.83,224.16,226.5,203.15,175.13,Benefis_Teton_Medical_Center
BTMC,6400,867659,RUBEOLA(MEASLES),302,86765,110.0,66.0,30.43,110.0,110.0,30.43,30.43,99.0,87.45,104.5,104.5,105.6,106.7,95.7,82.5,Benefis_Teton_Medical_Center
BTMC,6400,86769,"COVID ANTIBODY, TOTAL",302,86769,92.0,55.2,73.14,92.0,92.0,73.73,73.73,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,867692,"COVID ANTIBODY, IGG",302,86769,92.0,55.2,73.14,92.0,92.0,73.73,73.73,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,86777,TOXOPLASMA Igg + IgM,302,86777,83.0,49.8,34.0,83.0,83.0,34.0,34.0,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,867770,"TOXOPLASMA GONDDII, IGG",302,86777,60.5,36.3,34.0,60.5,60.5,34.0,34.0,54.45,48.1,57.48,57.48,58.08,58.69,52.64,45.38,Benefis_Teton_Medical_Center
BTMC,6400,86778,"TOXOPLASMA GONDII, IGM",302,86778,58.0,34.8,34.04,58.0,58.0,34.04,34.04,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,86780,FTA-ABS CONFIRMATION,300,86780,83.0,49.8,31.27,83.0,83.0,31.27,31.27,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,867801,SYPHILIS ANTIBODIES (SYPH.C),300,86780,56.0,33.6,31.27,56.0,56.0,31.27,31.27,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,86787,VARICELLA-ZOSTER AB IGG,302,86787,56.0,33.6,30.43,56.0,56.0,30.43,30.43,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,867870,"VARICELLA ZOSTER ABY, IGG (VZV.C)",302,86787,68.0,40.8,30.43,68.0,68.0,30.43,30.43,61.2,54.06,64.6,64.6,65.28,65.96,59.16,51.0,Benefis_Teton_Medical_Center
BTMC,6400,867871,VARICELLA ZOSTER IGM,302,86787,93.0,55.8,30.43,93.0,93.0,30.43,30.43,83.7,73.94,88.35,88.35,89.28,90.21,80.91,69.75,Benefis_Teton_Medical_Center
BTMC,6400,867879,VARICELLA-ZOSTER AB IGG,302,86787,131.0,78.6,30.43,131.0,131.0,30.43,30.43,117.9,104.15,124.45,124.45,125.76,127.07,48.72,98.25,Benefis_Teton_Medical_Center
BTMC,6400,86788,"WEST NILE VIRUS, IGM (WNVIGM.MS)",309,86788,92.0,55.2,39.81,92.0,92.0,39.81,39.81,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,86789,COLORADO TICK FEVER,300,86790,54.0,32.4,30.43,54.0,54.0,30.43,30.43,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6400,8679,WEST NILE VIRUS,300,86789,144.0,86.4,34.0,144.0,144.0,34.0,34.0,129.6,114.48,136.8,136.8,138.24,139.68,125.28,108.0,Benefis_Teton_Medical_Center
BTMC,6400,86790,ROCKY MT SPOTTED FEVER IgG,309,86757,63.0,37.8,45.71,63.0,63.0,45.71,45.71,56.7,50.09,59.85,59.85,60.48,61.11,54.81,47.25,Benefis_Teton_Medical_Center
BTMC,6400,867901,ZIKA IgM,300,86790,141.5,84.9,30.43,141.5,141.5,30.43,30.43,127.35,112.49,134.43,134.43,135.84,137.26,123.11,106.13,Benefis_Teton_Medical_Center
BTMC,6400,867902,DENGUE FEVER ANTIBODY IgG (DENGUE.SO),300,86790,136.0,81.6,30.43,136.0,136.0,30.43,30.43,122.4,108.12,129.2,129.2,130.56,131.92,118.32,102.0,Benefis_Teton_Medical_Center
BTMC,6400,86792,HTLV I/II,300,86790,221.5,132.9,30.43,221.5,221.5,30.43,30.43,199.35,176.09,210.43,210.43,212.64,214.86,192.71,166.13,Benefis_Teton_Medical_Center
BTMC,6400,86793,HANTAVIRUS IgM SEROLOGY (HANTA),300,86790,83.0,49.8,30.43,83.0,83.0,30.43,30.43,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,86794,HANTAVIRUS IgG SEROLOGY (HANTA),300,86790,83.0,49.8,30.43,83.0,83.0,30.43,30.43,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,86800,THYROID ANTIBODIES,302,86800,150.5,90.3,37.59,150.5,150.5,37.59,37.59,135.45,119.65,142.98,142.98,144.48,145.99,130.94,112.88,Benefis_Teton_Medical_Center
BTMC,6400,868000,THYROGLOBULIN AB SC ONLY,302,86800,53.0,31.8,37.59,53.0,53.0,37.59,37.59,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,6400,86801,THYROGLOBULIN(REFLEXIVE),302,86800,102.0,61.2,37.59,102.0,102.0,37.59,37.59,91.8,81.09,96.9,96.9,97.92,98.94,88.74,76.5,Benefis_Teton_Medical_Center
BTMC,6400,86803,HEPATITUS C AB,300,86803,106.0,63.6,33.71,106.0,106.0,33.71,33.71,95.4,84.27,100.7,100.7,101.76,102.82,92.22,79.5,Benefis_Teton_Medical_Center
BTMC,6400,868030,HEPATITUS C ANTIBODY,300,86803,103.0,61.8,33.71,103.0,103.0,33.71,33.71,92.7,81.89,97.85,97.85,98.88,99.91,89.61,77.25,Benefis_Teton_Medical_Center
BTMC,6400,868031,HEP C ANTIBODY SCREENING,300,G0472,106.0,63.6,84.27,109.5,106.0,109.5,109.5,95.4,84.27,100.7,100.7,101.76,102.82,92.22,79.5,Benefis_Teton_Medical_Center
BTMC,6400,86804,HEP C RIBA,309,86804,258.5,155.1,36.59,258.5,258.5,36.59,36.59,232.65,205.51,245.58,245.58,248.16,250.75,224.9,193.88,Benefis_Teton_Medical_Center
BTMC,6400,86812,HLA-B27,301,86812,177.5,106.5,60.97,177.5,177.5,60.97,60.97,159.75,141.11,168.63,168.63,170.4,172.18,154.43,133.13,Benefis_Teton_Medical_Center
BTMC,6400,868120,"HLA-B27,BLOOD",301,86812,81.0,48.6,60.97,81.0,81.0,60.97,60.97,72.9,64.4,76.95,76.95,77.76,78.57,70.47,60.75,Benefis_Teton_Medical_Center
BTMC,6400,86849,HSP-70 ANTIBODY,309,84181,454.5,272.7,40.23,454.5,454.5,40.23,40.23,409.05,361.33,431.78,431.78,436.32,440.87,395.42,340.88,Benefis_Teton_Medical_Center
BTMC,6400,86850,"Antibody Screen, each media",300,86850,59.5,35.7,23.08,59.5,59.5,23.08,23.08,53.55,47.3,56.53,56.53,57.12,57.72,51.77,44.63,Benefis_Teton_Medical_Center
BTMC,6400,86860,"Elution, each",309,86860,96.0,57.6,76.32,96.0,96.0,79.61,79.61,86.4,76.32,91.2,91.2,92.16,93.12,83.52,72.0,Benefis_Teton_Medical_Center
BTMC,6400,868701,AB ID/each panel & media,309,86870,84.0,50.4,29.59,84.0,84.0,29.59,29.59,75.6,66.78,79.8,79.8,80.64,81.48,73.08,63.0,Benefis_Teton_Medical_Center
BTMC,6400,86880,BNP-pro,301,83880,237.0,142.2,92.75,237.0,237.0,92.75,92.75,213.3,188.42,225.15,225.15,227.52,229.89,206.19,177.75,Benefis_Teton_Medical_Center
BTMC,6400,868801,"DAT, each antisera",302,86880,30.0,18.0,12.74,30.0,30.0,12.74,12.74,27.0,23.85,28.5,28.5,28.8,29.1,26.1,22.5,Benefis_Teton_Medical_Center
BTMC,6400,86885,AB ID/each selected reagent cell,309,86885,18.0,10.8,13.51,18.0,18.0,13.51,13.51,16.2,14.31,17.1,17.1,17.28,17.46,15.66,13.5,Benefis_Teton_Medical_Center
BTMC,6400,86901,Rh (D),309,86901,89.0,53.4,7.07,89.0,89.0,7.07,7.07,80.1,70.76,84.55,84.55,85.44,86.33,77.43,66.75,Benefis_Teton_Medical_Center
BTMC,6400,86905,"RBC AG, other than ABO or D, each",309,86905,49.0,29.4,9.05,49.0,49.0,9.05,9.05,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,86906,Rh Phenotyping complete,309,86906,73.5,44.1,18.31,73.5,73.5,18.31,18.31,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,869073,DENGUE FEVER ANTIBODY IgM (DENGUE.SO),300,86790,136.0,81.6,30.43,136.0,136.0,30.43,30.43,122.4,108.12,129.2,129.2,130.56,131.92,118.32,102.0,Benefis_Teton_Medical_Center
BTMC,6400,86927,PLASMA-FFP THAWING OF EACH UNIT,390,86927,449.0,269.4,356.96,449.0,449.0,426.55,426.55,404.1,356.96,426.55,426.55,431.04,435.53,390.63,336.75,Benefis_Teton_Medical_Center
BTMC,6400,86951,FOOD ALLERGEN 10,309,86003,102.0,61.2,12.34,102.0,102.0,12.34,12.34,91.8,81.09,96.9,96.9,97.92,98.94,88.74,76.5,Benefis_Teton_Medical_Center
BTMC,6400,86952,PUMPKIN IGE ALLERGEN,309,86003,105.0,63.0,12.34,105.0,105.0,12.34,12.34,94.5,83.48,99.75,99.75,100.8,101.85,91.35,78.75,Benefis_Teton_Medical_Center
BTMC,6400,86970,Pre-Rx RBCs w/chemicals/drugs/per cell,300,86970,79.0,47.4,62.81,79.0,79.0,73.48,73.48,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6400,86978,"Differential/Auto Ads of serum, each ads",309,86978,113.5,68.1,90.23,115.33,113.5,115.33,115.33,102.15,90.23,107.83,107.83,108.96,110.1,98.75,85.13,Benefis_Teton_Medical_Center
BTMC,6400,86999,HEPATITUS C,300,86999,77.0,46.2,61.22,77.0,77.0,73.15,73.15,69.3,61.22,73.15,73.15,73.92,74.69,66.99,57.75,Benefis_Teton_Medical_Center
BTMC,6400,87015,AFB CONCENTRATION,306,87015,58.0,34.8,15.79,58.0,58.0,15.79,15.79,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,870151,"CULTURE,AFB AND SMEAR",306,87015,400.5,240.3,15.79,400.5,400.5,15.79,15.79,360.45,318.4,380.48,380.48,384.48,388.49,348.44,300.38,Benefis_Teton_Medical_Center
BTMC,6400,87045,STOOL CULTURE,305,87045,90.0,54.0,22.3,90.0,90.0,22.3,22.3,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,87046,YERSINIA ENTERCOLITICA CULTURE,306,87046,53.0,31.8,22.3,53.0,53.0,22.3,22.3,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,6400,87060,VIRAL CULTURE,300,87070,103.0,61.8,20.37,103.0,103.0,20.37,20.37,92.7,81.89,97.85,97.85,98.88,99.91,89.61,77.25,Benefis_Teton_Medical_Center
BTMC,6400,87072,ISOLATE ID #1,306,87077,97.0,58.2,19.09,97.0,97.0,19.09,19.09,87.3,77.12,92.15,92.15,93.12,94.09,84.39,72.75,Benefis_Teton_Medical_Center
BTMC,6400,870722,ISOLATE ID #2,306,87077,97.0,58.2,19.09,97.0,97.0,19.09,19.09,87.3,77.12,92.15,92.15,93.12,94.09,84.39,72.75,Benefis_Teton_Medical_Center
BTMC,6400,87075,ANER CULTURE ANAEROBIC,306,87075,104.0,62.4,22.37,104.0,104.0,22.37,22.37,93.6,82.68,98.8,98.8,99.84,100.88,90.48,78.0,Benefis_Teton_Medical_Center
BTMC,6400,87081,CULTURE SCREEN,300,87081,71.0,42.6,15.66,71.0,71.0,15.66,15.66,63.9,56.45,67.45,67.45,68.16,68.87,61.77,53.25,Benefis_Teton_Medical_Center
BTMC,6400,870810,MRSA POST BACTOBAN CULTURE,300,87081,49.0,29.4,15.66,49.0,49.0,15.66,15.66,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,870811,MRSA POST BACTOBAN CULTURE,300,87081,49.0,29.4,15.66,49.0,49.0,15.66,15.66,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,870812,VANCOMYCIN (VRE) SCREEN,300,87081,49.0,29.4,15.66,49.0,49.0,15.66,15.66,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,870813,VANCOMYCIN (VRE) SCREEN,300,87081,49.0,29.4,15.66,49.0,49.0,15.66,15.66,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,87082,BORDETELLA PERTUSSIS PCR (BPPCR),306,87798,58.0,34.8,46.11,82.9,58.0,82.9,82.9,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,87083,CULTURE SCREEN,300,87081,66.0,39.6,15.66,66.0,66.0,15.66,15.66,59.4,52.47,62.7,62.7,63.36,64.02,61.77,49.5,Benefis_Teton_Medical_Center
BTMC,6400,87086,URNC CULTURE URINE,306,87086,83.0,49.8,19.06,83.0,83.0,19.06,19.06,74.7,65.99,78.85,78.85,79.68,80.51,72.21,62.25,Benefis_Teton_Medical_Center
BTMC,6400,87098,MALARIA SMEARS,306,87207,253.0,151.8,14.16,253.0,253.0,14.16,14.16,227.7,201.14,240.35,240.35,242.88,245.41,220.11,189.75,Benefis_Teton_Medical_Center
BTMC,6400,87102,CULTURE YEAST SCREEN,306,87102,92.0,55.2,19.86,92.0,92.0,19.86,19.86,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,87103,BLOOD CULTURE FUNGUS,306,87103,106.0,63.6,48.34,106.0,106.0,48.34,48.34,95.4,84.27,100.7,100.7,101.76,102.82,92.22,79.5,Benefis_Teton_Medical_Center
BTMC,6400,87106,YEAST ID,306,87106,48.0,28.8,24.38,48.0,48.0,24.38,24.38,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,87109,MYCO/ UREA CULTURE,306,87109,181.5,108.9,36.37,181.5,181.5,36.37,36.37,163.35,144.29,172.43,172.43,174.24,176.06,157.91,136.13,Benefis_Teton_Medical_Center
BTMC,6400,871090,MYCOPLASMA PNEUMOIAE CULTURE,306,87109,143.0,85.8,36.37,143.0,143.0,36.37,36.37,128.7,113.69,135.85,135.85,137.28,138.71,124.41,107.25,Benefis_Teton_Medical_Center
BTMC,6400,87110,CHLAMYDIA CULTURE,306,87110,159.0,95.4,46.31,159.0,159.0,46.31,46.31,143.1,126.41,151.05,151.05,152.64,154.23,138.33,119.25,Benefis_Teton_Medical_Center
BTMC,6400,87116,AFB CULTURE,306,87116,140.5,84.3,25.52,140.5,140.5,25.52,25.52,126.45,111.7,133.48,133.48,134.88,136.29,122.24,105.38,Benefis_Teton_Medical_Center
BTMC,6400,87118,"CULTURE, MYCOBACTERIAL",306,,144.0,86.4,114.48,144.0,144.0,136.8,136.8,129.6,114.48,136.8,136.8,138.24,139.68,125.28,108.0,Benefis_Teton_Medical_Center
BTMC,6400,87147,STREP LATEX ID,306,87147,240.0,144.0,12.23,240.0,240.0,12.23,12.23,216.0,190.8,228.0,228.0,230.4,232.8,208.8,180.0,Benefis_Teton_Medical_Center
BTMC,6400,871472,COAGULASE,306,87147,40.0,24.0,12.23,40.0,40.0,12.23,12.23,36.0,31.8,38.0,38.0,38.4,38.8,34.8,30.0,Benefis_Teton_Medical_Center
BTMC,6400,87150,BLD ID by PCR,300,87150,129.0,77.4,82.9,129.0,129.0,82.9,82.9,116.1,102.56,122.55,122.55,123.84,125.13,112.23,96.75,Benefis_Teton_Medical_Center
BTMC,6400,87181,VANCOMYCIN SCREEN,306,87181,58.0,34.8,11.22,58.0,58.0,11.22,11.22,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,87184,SUSCEPTIBILIY STUDIES DISK METHOD,306,87184,68.0,40.8,17.68,68.0,68.0,17.68,17.68,61.2,54.06,64.6,64.6,65.28,65.96,59.16,51.0,Benefis_Teton_Medical_Center
BTMC,6400,87185,SUSCEPTIBILITY STUDIES ENZYME DETECTION,306,87185,31.0,18.6,11.22,31.0,31.0,11.22,11.22,27.9,24.65,29.45,29.45,29.76,30.07,26.97,23.25,Benefis_Teton_Medical_Center
BTMC,6400,87186,MICRODILUTIONS MIC,306,87186,195.5,117.3,20.44,195.5,195.5,20.44,20.44,175.95,155.42,185.73,185.73,187.68,189.64,170.09,146.63,Benefis_Teton_Medical_Center
BTMC,6400,87188,MIC SUSCEPT,309,87188,65.0,39.0,15.68,65.0,65.0,15.68,15.68,58.5,51.68,61.75,61.75,62.4,63.05,56.55,48.75,Benefis_Teton_Medical_Center
BTMC,6400,87190,MYCOBACTERIA COMPLEX ANIMICROBIAL SU,306,87190,699.0,419.4,17.27,699.0,699.0,17.27,17.27,629.1,555.71,664.05,664.05,671.04,678.03,608.13,524.25,Benefis_Teton_Medical_Center
BTMC,6400,871901,MIC SUSSPECT MYCOBACTERIA,306,87190,59.5,35.7,17.27,59.5,59.5,17.27,17.27,53.55,47.3,56.53,56.53,57.12,57.72,51.77,44.63,Benefis_Teton_Medical_Center
BTMC,6400,87206,CRYTOSPORIDIUM SMEAR,306,87206,132.0,79.2,12.74,132.0,132.0,12.74,12.74,118.8,104.94,125.4,125.4,126.72,128.04,114.84,99.0,Benefis_Teton_Medical_Center
BTMC,6400,872060,ACID FAST SMEAR,306,87206,130.0,78.0,12.74,130.0,130.0,12.74,12.74,117.0,103.35,123.5,123.5,124.8,126.1,113.1,97.5,Benefis_Teton_Medical_Center
BTMC,6400,87207,AFB SLIDE STAIN,306,87206,72.5,43.5,12.74,72.5,72.5,12.74,12.74,65.25,57.64,68.88,68.88,69.6,70.33,63.08,54.38,Benefis_Teton_Medical_Center
BTMC,6400,872070,BABESIA SMEAR,306,87207,253.0,151.8,14.16,253.0,253.0,14.16,14.16,227.7,201.14,240.35,240.35,242.88,245.41,220.11,189.75,Benefis_Teton_Medical_Center
BTMC,6400,872071,MALARIA/BABESIA SMEAR,306,87207,110.0,66.0,14.16,110.0,110.0,14.16,14.16,99.0,87.45,104.5,104.5,105.6,106.7,95.7,82.5,Benefis_Teton_Medical_Center
BTMC,6400,87210,WETM WET MOUNT,306,87210,54.0,32.4,13.76,54.0,54.0,13.76,13.76,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6400,87252,LAB TEST(CLTHP),306,87255,243.5,146.1,79.99,243.5,243.5,79.99,79.99,219.15,193.58,231.33,231.33,233.76,236.2,211.85,182.63,Benefis_Teton_Medical_Center
BTMC,6400,872521,VIRAL CULTURE,306,87252,504.0,302.4,61.58,504.0,504.0,61.58,61.58,453.6,400.68,478.8,478.8,483.84,488.88,89.61,378.0,Benefis_Teton_Medical_Center
BTMC,6400,872522,VIRAL CULTURE STATE LAB,306,87252,76.0,45.6,60.42,76.0,76.0,61.58,61.58,68.4,60.42,72.2,72.2,72.96,73.72,66.12,57.0,Benefis_Teton_Medical_Center
BTMC,6400,87253,MUMPS CULTURE,306,87252,149.0,89.4,61.58,149.0,149.0,61.58,61.58,134.1,118.46,141.55,141.55,143.04,144.53,129.63,111.75,Benefis_Teton_Medical_Center
BTMC,6400,87255,LAB TEST(HPCLT),306,87255,168.5,101.1,79.99,168.5,168.5,79.99,79.99,151.65,133.96,160.08,160.08,161.76,163.45,146.6,126.38,Benefis_Teton_Medical_Center
BTMC,6400,87258,LAB TEST(HPRF),309,87253,414.5,248.7,47.72,414.5,414.5,47.72,47.72,373.05,329.53,393.78,393.78,397.92,402.07,360.62,310.88,Benefis_Teton_Medical_Center
BTMC,6400,87281,PNEUMOCYSTIS SMEAR,306,87281,107.0,64.2,28.3,107.0,107.0,28.3,28.3,96.3,85.07,101.65,101.65,102.72,103.79,93.09,80.25,Benefis_Teton_Medical_Center
BTMC,6400,872810,PNEUMOCYTIS SMEAR,306,87281,107.0,64.2,28.3,107.0,107.0,28.3,28.3,96.3,85.07,101.65,101.65,102.72,103.79,93.09,80.25,Benefis_Teton_Medical_Center
BTMC,6400,87299,TRICHOMONAS,306,87299,231.5,138.9,38.05,231.5,231.5,38.05,38.05,208.35,184.04,219.93,219.93,222.24,224.56,201.41,173.63,Benefis_Teton_Medical_Center
BTMC,6400,87324,TOXIN,306,87324,168.5,101.1,28.3,168.5,168.5,28.3,28.3,151.65,133.96,160.08,160.08,161.76,163.45,146.6,126.38,Benefis_Teton_Medical_Center
BTMC,6400,87328,GIARDIA LAMBLIA,309,87329,122.0,73.2,28.3,122.0,122.0,28.3,28.3,109.8,96.99,115.9,115.9,117.12,118.34,106.14,91.5,Benefis_Teton_Medical_Center
BTMC,6400,873281,CRYPTOSPORIDIUM,306,87328,122.0,73.2,32.66,122.0,122.0,32.66,32.66,109.8,96.99,115.9,115.9,117.12,118.34,106.14,91.5,Benefis_Teton_Medical_Center
BTMC,6400,87329,CRYPTOSPORIDIUM,306,87327,151.5,90.9,31.71,151.5,151.5,31.71,31.71,136.35,120.44,143.93,143.93,145.44,146.96,106.14,113.63,Benefis_Teton_Medical_Center
BTMC,6400,87338,H.PYLORI STOOL ANTIGEN,306,87338,86.5,51.9,33.97,86.5,86.5,33.97,33.97,77.85,68.77,82.18,82.18,83.04,83.91,75.26,64.88,Benefis_Teton_Medical_Center
BTMC,6400,873380,"H PYLORI ANTIGEN, STOOL (HPYLOR.C)",306,87338,119.0,71.4,33.97,119.0,119.0,33.97,33.97,107.1,94.61,113.05,113.05,114.24,115.43,103.53,89.25,Benefis_Teton_Medical_Center
BTMC,6400,87340,HEPATITUS B SURFACE,302,87340,73.5,44.1,24.41,73.5,73.5,24.41,24.41,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,87389,HIV 1/2 ANTIGEN/ANTIBODY,306,87389,37.0,22.2,29.42,56.89,37.0,56.89,56.89,33.3,29.42,35.15,35.15,35.52,35.89,32.19,27.75,Benefis_Teton_Medical_Center
BTMC,6400,873890,HIV 1 / HIV 2 AB& AG EVALUATION,306,87389,111.5,66.9,56.89,111.5,111.5,56.89,56.89,100.35,88.64,105.93,105.93,107.04,108.16,97.01,83.63,Benefis_Teton_Medical_Center
BTMC,6400,87425,"ROTAVIRUS ANTIGEN, FECES (ROTA.SO)",306,87425,90.0,54.0,28.3,90.0,90.0,28.3,28.3,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,87427,SHIGA LIKE TOXIN,306,87427,141.5,84.9,28.3,141.5,141.5,28.3,28.3,127.35,112.49,134.43,134.43,135.84,137.26,123.11,106.13,Benefis_Teton_Medical_Center
BTMC,6400,87449,A A+B TEST RAPID,306,87400,80.0,48.0,33.39,80.0,80.0,33.39,33.39,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,874490,"LEGIONELLA ANTIGEN, URINE",306,87449,110.0,66.0,28.3,110.0,110.0,28.3,28.3,99.0,87.45,104.5,104.5,105.6,106.7,95.7,82.5,Benefis_Teton_Medical_Center
BTMC,6400,874491,GDH ANTIGEN,306,87449,41.0,24.6,28.3,41.0,41.0,28.3,28.3,36.9,32.6,38.95,38.95,39.36,39.77,35.67,30.75,Benefis_Teton_Medical_Center
BTMC,6400,874492,URINE ANTIGEN LEGIONELLA,306,87449,131.0,78.6,28.3,131.0,131.0,28.3,28.3,117.9,104.15,124.45,124.45,125.76,127.07,113.97,98.25,Benefis_Teton_Medical_Center
BTMC,6400,874493,URINE ANTIGEN STREP PNEUMONIA,306,87449,131.0,78.6,28.3,131.0,131.0,28.3,28.3,117.9,104.15,124.45,124.45,125.76,127.07,113.97,98.25,Benefis_Teton_Medical_Center
BTMC,6400,874494,"URINE ANTIGEN, LEGIONELLA",306,87449,131.0,78.6,28.3,131.0,131.0,28.3,28.3,117.9,104.15,124.45,124.45,125.76,127.07,113.97,98.25,Benefis_Teton_Medical_Center
BTMC,6400,874495,"URINE ANTIGEN, STREP  PNEUMONIA",306,87449,131.0,78.6,28.3,131.0,131.0,28.3,28.3,117.9,104.15,124.45,124.45,125.76,127.07,113.97,98.25,Benefis_Teton_Medical_Center
BTMC,6400,87483,MENINGITIS PANEL by PCR,306,87483,1356.0,813.6,984.64,1356.0,1356.0,984.64,984.64,1220.4,1078.02,1288.2,1288.2,1301.76,1315.32,1179.72,1017.0,Benefis_Teton_Medical_Center
BTMC,6400,87486,CHLAMYDIA PNEUMONIAE PCR,306,87486,58.0,34.8,46.11,82.9,58.0,82.9,82.9,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,87491,LAB TEST(CZ),306,87491,79.0,47.4,62.81,82.9,79.0,82.9,82.9,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6400,874910,C. TRACHOMATIS AMPLIFIED DNA,306,87491,117.0,70.2,82.9,117.0,117.0,82.9,82.9,105.3,93.02,111.15,111.15,112.32,113.49,101.79,87.75,Benefis_Teton_Medical_Center
BTMC,6400,874911,CHLAMYDIA SWAB,306,87491,122.0,73.2,82.9,122.0,122.0,82.9,82.9,109.8,96.99,115.9,115.9,117.12,118.34,106.14,91.5,Benefis_Teton_Medical_Center
BTMC,6400,874912,CHLAMDIA TRACHOMATIS by PCR,306,87491,123.0,73.8,82.9,123.0,123.0,82.9,82.9,110.7,97.79,116.85,116.85,118.08,119.31,107.01,92.25,Benefis_Teton_Medical_Center
BTMC,6400,87493,C DIFF PCR,306,87493,253.0,151.8,88.04,253.0,253.0,88.04,88.04,227.7,201.14,240.35,240.35,242.88,245.41,220.11,189.75,Benefis_Teton_Medical_Center
BTMC,6400,87496,CMV PCR,302,87496,585.0,351.0,82.9,585.0,585.0,82.9,82.9,526.5,465.08,555.75,555.75,561.6,567.45,508.95,438.75,Benefis_Teton_Medical_Center
BTMC,6400,874960,CMV BY PCR (NON-BLOOD SAMPLES),302,87496,111.5,66.9,82.9,111.5,111.5,82.9,82.9,100.35,88.64,105.93,105.93,107.04,108.16,97.01,83.63,Benefis_Teton_Medical_Center
