DESCRIPTION,CDM,PRICE,hospital
CALCANEAL FRACTURE CLSD WO MANIPULA,8201659,126.15,Beartooth_Billings_Clinic
TRT MCARPOPHALANGEAL DIS TC 26700,8201667,142.0,Beartooth_Billings_Clinic
TR MED MALLEOLUS FX W/O M TC 27760,8201675,143.5,Beartooth_Billings_Clinic
"APPLY CAST, HAND & FOREARM TC 29085",8201683,45.0,Beartooth_Billings_Clinic
MEASURE POSTVOID RE URINE TC 51798,8201691,9.1,Beartooth_Billings_Clinic
REPAIR NAIL BED TC 11760,8201709,89.75,Beartooth_Billings_Clinic
VISUAL ACUITY SCREENING TEST,8201717,1.4,Beartooth_Billings_Clinic
DEBRIDE OPEN WND 20CM/LESS TC 97597,8201725,32.25,Beartooth_Billings_Clinic
REM NAIL PLATE PART/COM TC 11732,8201733,9.3,Beartooth_Billings_Clinic
"CHNG GASTRO TBE,PERC,NOENDO TC43760",8201741,243.45,Beartooth_Billings_Clinic
REPAIR WOUND 2.5CM/LESS TC 12031,8201758,108.55,Beartooth_Billings_Clinic
DEBRIDE SUB TISSUE 1ST 20CM TC11042,8201766,53.35,Beartooth_Billings_Clinic
EXC TUMOR SHOULDER SUB 3CM+ TC23071,8201774,188.7,Beartooth_Billings_Clinic
EXC LESION MARGINS 2.1-3CM TC11643,8201782,145.0,Beartooth_Billings_Clinic
COLPOSCOPY W/BIOPSY TC 57421,8201790,55.5,Beartooth_Billings_Clinic
INJ TENDON ORIG BILATERAL TC2055150,8201808,86.9,Beartooth_Billings_Clinic
TRT CLOSED FX DISTAL TIB W/O MANIPU,8201816,138.05,Beartooth_Billings_Clinic
DRN ABSCESS DENTOALVEOLAR TC 41800,8201824,69.85,Beartooth_Billings_Clinic
REMOVE IM CERUMEN IR/LAVAGE TC69209,8201832,28.65,Beartooth_Billings_Clinic
PHY SVC DOC PWR MOBILITY DEVICE,8201840,3.95,Beartooth_Billings_Clinic
CANALITH REPOSITION(EPLEY) 95992TC,8201857,9.55,Beartooth_Billings_Clinic
ACNE SURGERY 10040 TC,8201865,22.75,Beartooth_Billings_Clinic
TR CL ART FX MCP/IP W/O MAN 26740TC,8201873,48.55,Beartooth_Billings_Clinic
"CTRL NOSEBLEED,ANT,CMPLX 30903 TC",8201881,18.15,Beartooth_Billings_Clinic
TRT METACARP FX W/MANIP 26605 TC,8201899,72.8,Beartooth_Billings_Clinic
TRT PATELLA FX W/O MANIP 27520 TC,8201907,73.3,Beartooth_Billings_Clinic
DESTRUCT LESION VEST/MOUTH 40820 TC,8201915,87.95,Beartooth_Billings_Clinic
"DESTRUCT LESION VULVA,EXT 56515 TC",8201923,85.75,Beartooth_Billings_Clinic
TRT PHALANGEAL SHAFT FX CLS W/MANIP,8201931,127.8,Beartooth_Billings_Clinic
TRT RADIAL HEAD FX W/MANIPULATION,8201949,118.15,Beartooth_Billings_Clinic
INSERT NON-BIO DRUG DELIVER IMPLANT,8201956,53.15,Beartooth_Billings_Clinic
REMOVAL NON-BIO DRUG DELIVER IMPLAN,8201964,60.4,Beartooth_Billings_Clinic
REMOVE/REINSERT DRUG DELIVER IMPLAN,8201972,84.4,Beartooth_Billings_Clinic
REPAIR INTERMED WOUND 12051TC,8201980,97.3,Beartooth_Billings_Clinic
US GUIDANCE FOR VENOUS ACCESS TC,8201985,18.1,Beartooth_Billings_Clinic
OPHTHALMIC US FOREIGN BODY TC 76529,8201988,46.95,Beartooth_Billings_Clinic
RETROPERITONEAL LTD TC 76775,8201991,185.7,Beartooth_Billings_Clinic
TRT GREAT HUMERAL TUBEROSITY FX TC,8202000,102.3,Beartooth_Billings_Clinic
SPIROMETRY BABD 94060 TC,8202010,405.1,Beartooth_Billings_Clinic
SPIROMETRY 94010 TC,8202012,238.5,Beartooth_Billings_Clinic
"EXCISION,BENIGN LESION 2.1-3CM11443",8202015,338.95,Beartooth_Billings_Clinic
INCIS/DRAIN BARTHOLIN GLAND ABSCESS,8202016,65.6,Beartooth_Billings_Clinic
TRT SHOULDER DISLOCATE TC 23650,8202018,118.9,Beartooth_Billings_Clinic
"ARTHROCENTISIS,ASP OR INJ MAJ BURSA",8202020,56.8,Beartooth_Billings_Clinic
TRT CLOSED ELBOW DISLOCATE W/O ANES,8202021,76.75,Beartooth_Billings_Clinic
"EXC MAL LESION(SCALP,NECK,HANDS,FEE",8202022,157.9,Beartooth_Billings_Clinic
"EXC THROMBOSED HEMORRHOID, EXTERNAL",8202023,437.95,Beartooth_Billings_Clinic
COLPOSCOPY OF VAGINA W/CERVIX IF PR,8202024,88.7,Beartooth_Billings_Clinic
EXC BENIGN LESION >4CM,8202025,112.65,Beartooth_Billings_Clinic
"TRT DISTAL RADIOULNAR DISLOC, CLSD",8202026,585.25,Beartooth_Billings_Clinic
IRRIGATION IMPLANTED VENOUS TC,8202027,14.8,Beartooth_Billings_Clinic
CRYOSURGERY TC,8202028,54.0,Beartooth_Billings_Clinic
ABD PARACENTESIS W/IMAGE TC,8202029,106.0,Beartooth_Billings_Clinic
DRAIN SKIN ABCESS 10060PR,8300006,230.2,Beartooth_Billings_Clinic
TRIM NAILS G0127 PR,8300014,60.25,Beartooth_Billings_Clinic
EKG INITIAL PREV EXAM G0403 PR,8300022,252.0,Beartooth_Billings_Clinic
PREP SCREEN PAP Q0091 PR,8300030,98.95,Beartooth_Billings_Clinic
DEBRIDE INFECTED SKIN 11000 PR,8300048,211.45,Beartooth_Billings_Clinic
TRIM SKIN LESION 11055 PR,8300063,90.95,Beartooth_Billings_Clinic
TRIM SKIN LESIONS 2-4 11056 PR,8300071,110.3,Beartooth_Billings_Clinic
BX SKIN LESION 11100 PR,8300089,201.1,Beartooth_Billings_Clinic
BX SKIN LESION ADDON 11101 PR,8300097,108.0,Beartooth_Billings_Clinic
REMOVAL SKIN TAGS 11200 PR,8300105,193.25,Beartooth_Billings_Clinic
SHAVE SKIN LESION <0.5 11300 PR,8300113,161.35,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6-1.0 11301 PR,8300121,201.1,Beartooth_Billings_Clinic
SHAVE SKN LES <0.5 11305 PR,8300139,179.55,Beartooth_Billings_Clinic
SHAVE SKN LES 1.1-2.0 11307 PR,8300147,267.15,Beartooth_Billings_Clinic
SHAVE SKN LES <0.5 11310 PR,8300154,194.35,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6-1.0 11311 PR,8300162,256.9,Beartooth_Billings_Clinic
EKG COMPLETE 93000 PR,8300170,252.0,Beartooth_Billings_Clinic
EXC TR-EXT B9 0.6-1 11401 PR,8300188,302.35,Beartooth_Billings_Clinic
EXC TR-EXT B9 1.1-2 11402 PR,8300196,416.05,Beartooth_Billings_Clinic
EXC TR-EXT B9 2.1-3 11403 PR,8300204,495.55,Beartooth_Billings_Clinic
EXC TR-EXT B9 >4.0 11406 PR,8300212,959.3,Beartooth_Billings_Clinic
EXC H-F-NK-SP B9 0.6-1 11421 PR,8300220,342.15,Beartooth_Billings_Clinic
EXC H-F-NK-SP B9 1.1-2 11422 PR,8300238,418.25,Beartooth_Billings_Clinic
EXC FACE-MM B9 0.6-1 11441 PR,8300246,419.5,Beartooth_Billings_Clinic
EXC TR-EXT MLG 1.1-2 11602 PR,8300253,524.1,Beartooth_Billings_Clinic
EXC TR-EXT MLG 2.1-3 11603 PR,8300261,775.2,Beartooth_Billings_Clinic
EXC H-F-NK-S MLG 2.1-3 11623 PR,8300279,841.1,Beartooth_Billings_Clinic
EXC FACE-MM MLG 0.6-1 11641 PR,8300287,746.8,Beartooth_Billings_Clinic
EXC FACE-MM MLG 1.1-2 11642 PR,8300295,825.2,Beartooth_Billings_Clinic
TRIM NAILS 11719 PR,8300303,57.95,Beartooth_Billings_Clinic
DEBRIDE NAIL 1-5 11720 PR,8300311,105.65,Beartooth_Billings_Clinic
DEBRIDE NAIL 6> 11721 PR,8300329,140.85,Beartooth_Billings_Clinic
REMOVAL OF NAIL PLATE 11730 PR,8300337,194.35,Beartooth_Billings_Clinic
REMOVAL NAIL BED 11750 PR,8300345,533.15,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12001 PR,8300352,375.9,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12002 PR,8300360,439.9,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12005 PR,8300378,524.1,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12011 PR,8300386,391.05,Beartooth_Billings_Clinic
INT WOUND REPAIR S/TR/EXT 12032 PR,8300394,577.4,Beartooth_Billings_Clinic
DESTRUCT PREMALIG LESION 17000 PR,8300402,152.3,Beartooth_Billings_Clinic
DESTRCT PREMALIG LES 2-14 17003 PR,8300410,64.85,Beartooth_Billings_Clinic
DESTRUCT B9 LESION 1-14 17110 PR,8300428,205.6,Beartooth_Billings_Clinic
CHEMICAL CAUTERY TISSUE 17250 PR,8300436,176.15,Beartooth_Billings_Clinic
INJECT TENDON SHEATH/LIG 20550 PR,8300444,173.85,Beartooth_Billings_Clinic
INJECT TENDON ORIG/INSERT 20551 PR,8300451,173.85,Beartooth_Billings_Clinic
INJ TRIGGER PT 1-2 MUSC 20552 PR,8300469,184.15,Beartooth_Billings_Clinic
INJECT TRIGGER PT 3> 20553 PR,8300477,192.1,Beartooth_Billings_Clinic
ASP/INJ SM JNT/BRSA BIL 20600 PR,8300485,184.15,Beartooth_Billings_Clinic
ASP/INJ INT JNT/BRSA BIL 20605 PR,8300493,195.65,Beartooth_Billings_Clinic
ASPIRATE/INJ MAJ JNT/BRSA 20610 PR,8300501,223.8,Beartooth_Billings_Clinic
TREAT METACARPAL FX 26600 PR,8300519,580.85,Beartooth_Billings_Clinic
TREAT FINGER DISLOCATION 26770 PR,8300527,555.85,Beartooth_Billings_Clinic
TREAT HIP SOCKET FX 27220 PR,8300535,1860.75,Beartooth_Billings_Clinic
APPLICATION CAST FOREARM 29075 PR,8300543,201.1,Beartooth_Billings_Clinic
APPLICATION FOREARM SPLINT 29125 PR,8300550,159.85,Beartooth_Billings_Clinic
APPLICATION OF PASTE BOOT 29580 PR,8300568,153.45,Beartooth_Billings_Clinic
CONTROL OF NOSEBLEED 30901 PR,8300576,304.25,Beartooth_Billings_Clinic
DIAGNOSTIC ANOSCOPY 46600 PR,8300584,171.65,Beartooth_Billings_Clinic
CLEAR OUTER EAR CANAL 69200 PR,8300592,303.4,Beartooth_Billings_Clinic
REMOVE IMPACTED EAR WAX 69210 PR,8300600,136.8,Beartooth_Billings_Clinic
DRAIN HEMATOMA I & D 10140 PR,8300618,330.7,Beartooth_Billings_Clinic
PUNCTURE DRAIN LESION 10160 PR,8300626,239.85,Beartooth_Billings_Clinic
DESTRUCTION 15> LESIONS 17004 PR,8300634,631.95,Beartooth_Billings_Clinic
ASPIRATION/INJECTION 20612 PR,8300642,182.8,Beartooth_Billings_Clinic
COLPOSCOPY OF CERVIX INC 57452 PR,8300659,336.45,Beartooth_Billings_Clinic
VAGINA EXAM & BX 57454 PR,8300667,480.85,Beartooth_Billings_Clinic
TYPANOMETRY 92567 PR,8300675,61.35,Beartooth_Billings_Clinic
APP OF LONG LEG SPLT 29505 PR,8300691,228.55,Beartooth_Billings_Clinic
SHAVE LESION 1.1 TO 2 CM 11302 PR,8300709,245.55,Beartooth_Billings_Clinic
INSERT INTRAUTERINE DEVICE 58300 PR,8300717,451.3,Beartooth_Billings_Clinic
REM OF SKIN LESION 3.1-4CM 11404 PR,8300725,678.65,Beartooth_Billings_Clinic
INC & REM OF FB 10120 PR,8300733,280.8,Beartooth_Billings_Clinic
EXC TR-EXT B9+MARG 0.5 < CM 11400PR,8300741,267.15,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUND 12013 PR,8300758,515.4,Beartooth_Billings_Clinic
EXC TR-EXT MLG 3.1-4 11604 PR,8300766,788.9,Beartooth_Billings_Clinic
INTRO NEED/INTRAC/VEIN 36000 PR,8300774,201.15,Beartooth_Billings_Clinic
APP SHORTARM SPLINT;STATIC 29125 PR,8300782,159.85,Beartooth_Billings_Clinic
APP LONG ARM SPLINT 29105 PR,8300790,165.9,Beartooth_Billings_Clinic
REP SUP WND SC/N/AX/EG<7.5 12002 PR,8300816,439.9,Beartooth_Billings_Clinic
DRAINAGE OF SKIN ABSCESS 10060 PR,8300832,226.3,Beartooth_Billings_Clinic
TREAT DISTAL FIBULA FX 27786 PR,8300857,678.8,Beartooth_Billings_Clinic
SHAVE LES FACE 1.1/2.0 CM 11312 PR,8300865,304.6,Beartooth_Billings_Clinic
BIOPSY OF CERVIX 57500 PR,8300873,397.85,Beartooth_Billings_Clinic
TREAT METATARSAL FX 28470 PR,8300881,560.4,Beartooth_Billings_Clinic
TREAT DIST RAD FX CLOSED 25600 PR,8300899,886.5,Beartooth_Billings_Clinic
TREAT CLAVICLE FX CLOSED 23500 PR,8300907,502.3,Beartooth_Billings_Clinic
REMOVE INTRAUTERINE DEVICE 58301 PR,8300915,351.2,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6 TO 1.0CM 11306 PR,8300923,225.1,Beartooth_Billings_Clinic
FETAL NON-STRESS TEST 59025,8300931,132.05,Beartooth_Billings_Clinic
INCIS & DRAIN ABSCESS COMPL 10061PR,8300949,431.85,Beartooth_Billings_Clinic
INSERTION PESSARY/DEVICE 57160 PR,8300956,184.15,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12004 PR,8300964,485.3,Beartooth_Billings_Clinic
EXC TR-EXT MLG .6 TO 1 CM 11601 PR,8300972,484.25,Beartooth_Billings_Clinic
APP CAST LONG ARM SHO/HAND 29065 PR,8300980,260.25,Beartooth_Billings_Clinic
"REMOVE FB, EXT EYE 65205 PR",8300998,150.15,Beartooth_Billings_Clinic
REMOVE FB EYE CORN/W SLIT 65222 PR,8301004,184.15,Beartooth_Billings_Clinic
TR RAD & ULN FRAC W/O MAN CL25560PR,8301012,840.0,Beartooth_Billings_Clinic
TR FEM FRAC/DIST/W/O MANIP 27508 PR,8301020,1292.35,Beartooth_Billings_Clinic
DRESS/DEBR THICK BURN<5% 16020 PR,8301038,175.05,Beartooth_Billings_Clinic
TREAT FINGER FRACT CLOSED 26720 PR,8301046,417.5,Beartooth_Billings_Clinic
APPLY FINGER SPLINT/STATIC 29130 PR,8301053,64.5,Beartooth_Billings_Clinic
TR TOE FR/CL NO GR W/O MAN 28510 PR,8301061,303.5,Beartooth_Billings_Clinic
TR CARP FR EX SCAP W/O MAN 25630 PR,8301079,633.9,Beartooth_Billings_Clinic
ENDOMET BIOP W-W/O ENDOCER 58100 PR,8301087,291.0,Beartooth_Billings_Clinic
TRMT RADL HD/NURSEMAID ELBO 24640PR,8301095,332.0,Beartooth_Billings_Clinic
FIN NEED ASPIRW/O IMAG GUID 10021PR,8301103,309.25,Beartooth_Billings_Clinic
INJ ANES AGENT;PERIPH NERV 64450 PR,8301111,225.1,Beartooth_Billings_Clinic
EXC MLG SC NE HA GE 0.6-1CM 11621PR,8301129,549.7,Beartooth_Billings_Clinic
TR TARS BON(EX T&C)W/O MAN 28450 PR,8301137,459.05,Beartooth_Billings_Clinic
ASP/INJ MAJ JNT/BRSA BIL 2061050 PR,8301145,447.55,Beartooth_Billings_Clinic
ASP/INJ GANGLION CYST BIL 2061250PR,8301160,365.8,Beartooth_Billings_Clinic
TR ARTICULAR FRACT W/MANIP 26742 PR,8301178,670.2,Beartooth_Billings_Clinic
ASP/INJ INT JNT/BRSA BIL 2060550 PR,8301186,391.2,Beartooth_Billings_Clinic
ASP/INJ SM JNT/BRSA BIL 2060050 PR,8301194,368.4,Beartooth_Billings_Clinic
EXC B9 LES FACE 1.1-2.0CM PR 11442,8301202,299.05,Beartooth_Billings_Clinic
EX MAL SC/N/H/F 3.0-4.0CM PR 11624,8301210,505.2,Beartooth_Billings_Clinic
INS TEMP INDWELL BLAD CATH 51702 PR,8301228,69.1,Beartooth_Billings_Clinic
REM PAT ACT CARD EVE RECOR 33284 PR,8301236,548.6,Beartooth_Billings_Clinic
DESTRUCT BENIGN LESION 15+ 17111 PR,8301244,178.35,Beartooth_Billings_Clinic
TR CL HUM EP FR/MED/LAT W/O 24560PR,8301251,561.9,Beartooth_Billings_Clinic
EVAC OF SUBUNGUAL HEMATOMA 11740 PR,8301269,67.0,Beartooth_Billings_Clinic
TR SCAPULA FRACTURE CLOSED 23570 PR,8301277,597.85,Beartooth_Billings_Clinic
TR TIB SHAFT FR W/O MAN/CL 27750 PR,8301285,631.05,Beartooth_Billings_Clinic
REM FB EYE CORN W/O SLIT 65220 PR,8301293,165.9,Beartooth_Billings_Clinic
"ESCHAROTOMY, INIT INCISION 16035 PR",8301301,449.55,Beartooth_Billings_Clinic
APPLY SPLINT SHORT LEG 29515 PR,8301319,144.35,Beartooth_Billings_Clinic
INCIS OF THROM HEMORR EXT 46083 PR,8301327,354.7,Beartooth_Billings_Clinic
EXC S-N-H-F-G B9 0.5CM OR <11420 PR,8301335,168.15,Beartooth_Billings_Clinic
"REP INT F,EY,EA,N,L 2.6-5.0 12052PR",8301343,453.65,Beartooth_Billings_Clinic
EXC FACE-MM MLG 0.5CM OR < 11640 PR,8301350,257.75,Beartooth_Billings_Clinic
INS NON-DWELLING BLAD CATH 51701 PR,8301368,62.85,Beartooth_Billings_Clinic
REPAIR WOUND INT 12042 PR,8301376,419.7,Beartooth_Billings_Clinic
SHAVE LESION >2.0 CM 11303 PR,8301384,208.25,Beartooth_Billings_Clinic
EXC TR-EXC MLG>4.0CM 11606 PR,8301392,665.35,Beartooth_Billings_Clinic
TR RAD HEAD FX W/O MANIP 24650 PR,8301400,502.26,Beartooth_Billings_Clinic
APPLIC OF UNNA BOOT/BILAT 2958050PR,8301418,240.8,Beartooth_Billings_Clinic
"INJ,INT, UP TO & INC 7 LES 11900 PR",8301426,112.85,Beartooth_Billings_Clinic
APPLICATION SHORT LEG CAST 29405 PR,8301434,121.55,Beartooth_Billings_Clinic
REM FOREIGN BODY INTRANASAL 30300PR,8301467,260.65,Beartooth_Billings_Clinic
TREAT PROX HUMERAL FX/CLSD/23600 PR,8301475,607.95,Beartooth_Billings_Clinic
EXC MAL LES TRUNK 0.5 CM 11600,8301483,240.3,Beartooth_Billings_Clinic
"EXC B9 LES FACE,EARS,EYELIDS 11440",8301491,207.7,Beartooth_Billings_Clinic
TREAT CLSD DISTAL RADIAL FX 25605,8301509,1121.1,Beartooth_Billings_Clinic
INCIS DRAINAGE ABSCESS PERIT 42700,8301517,397.85,Beartooth_Billings_Clinic
TREAT BIMAL ANKLE FX CLSD 27808,8301525,672.15,Beartooth_Billings_Clinic
TRT CLSD DIST PHAL FX 26750,8301533,380.9,Beartooth_Billings_Clinic
CONTROL NOSEBLEED 3090150,8301541,333.7,Beartooth_Billings_Clinic
REMOVAL SKIN TAGS EA ADDT'L 10,8301558,38.0,Beartooth_Billings_Clinic
REMOVAL IMPLANT/SUPERFICIAL,8301566,787.85,Beartooth_Billings_Clinic
REMOVE IMPACTED EAR WAX BILATERAL,8301574,273.55,Beartooth_Billings_Clinic
EXC B9 LESION 2.1 TO 3.0 CM,8301582,401.0,Beartooth_Billings_Clinic
SHAVE SKN LES FACE >2CM 11313 PR,8301590,368.9,Beartooth_Billings_Clinic
TREAT GREAT TOE PHALANGE FX,8301608,294.5,Beartooth_Billings_Clinic
TRT FX PHALANX PHALANGE PR,8301616,286.0,Beartooth_Billings_Clinic
INCISION/DRAIN PILONIDAL CYST PR,8301624,359.7,Beartooth_Billings_Clinic
BIOPSY OF VULVA/PERINEUM PR,8301632,179.35,Beartooth_Billings_Clinic
INJ ANES AGENT OCCIPITAL NERVE PR,8301640,201.9,Beartooth_Billings_Clinic
CALCANEAL FRAC CLOSED WO MANIPUL PR,8301657,504.7,Beartooth_Billings_Clinic
TRT MCARPOPHALANGEAL DIS PR 26700,8301665,568.1,Beartooth_Billings_Clinic
TR MED MALLEOLUS FX W/O M PR 27760,8301673,573.95,Beartooth_Billings_Clinic
"APPLY CAST, HAND & FOREARM PR 29085",8301681,180.05,Beartooth_Billings_Clinic
MEASURE POSTVOID RE URINE PR 51798,8301699,36.4,Beartooth_Billings_Clinic
REPAIR NAIL BED PR 11760,8301707,359.1,Beartooth_Billings_Clinic
VISUAL ACUITY SCREENING TEST,8301715,6.35,Beartooth_Billings_Clinic
DEBRIDE OPEN WND 20CM/LESS PR 97597,8301723,290.25,Beartooth_Billings_Clinic
REM NAIL PLATE PART/COM PR 11732,8301731,37.25,Beartooth_Billings_Clinic
"CHNG GASTRO TBE,PERC,NOENDO PR43760",8301749,973.9,Beartooth_Billings_Clinic
REPAIR WOUND 2.5CM/LESS PR 12031,8301756,434.25,Beartooth_Billings_Clinic
DEBRIDE SUB TISSUE 1ST 20CM PR11042,8301764,213.5,Beartooth_Billings_Clinic
EXC TUMOR SHOULDER SUB 3CM+ PR23071,8301772,754.75,Beartooth_Billings_Clinic
EXC LESION MARGINS 2.1-3CM PR11643,8301780,579.95,Beartooth_Billings_Clinic
COLPOSCOPY W/BIOPSY PR 57421,8301798,221.95,Beartooth_Billings_Clinic
INJ TENDON ORIG BILATERAL PR2055150,8301806,347.7,Beartooth_Billings_Clinic
TRT CLOSED FX DISTAL TIB W/O MANIPU,8301814,552.15,Beartooth_Billings_Clinic
DRN ABSCESS DENTOALVEOLAR PR 41800,8301822,279.45,Beartooth_Billings_Clinic
REMOVE IM CERUMEN IR/LAVAGE PR69209,8301830,22.9,Beartooth_Billings_Clinic
CANALITH REPOSITION(ERLEY) 95992 PR,8301855,85.85,Beartooth_Billings_Clinic
ACNE SURGERY 10040 PR,8301863,204.6,Beartooth_Billings_Clinic
TR CL ART FX MCP/IP W/O MAN 26740PR,8301871,437.1,Beartooth_Billings_Clinic
"CTRL NOSEBLEED,ANT,CMPLX 30903 PR",8301889,163.1,Beartooth_Billings_Clinic
TRT METACARP FX W/MANIP 26605 PR,8301897,655.25,Beartooth_Billings_Clinic
TRT PATELLA FX W/O MANIP 27520 PR,8301905,659.6,Beartooth_Billings_Clinic
DESTRUCT LESION VEST/MOUTH 40820 PR,8301913,351.85,Beartooth_Billings_Clinic
"DESTRUCT LESION VULVA,EXT 56515 PR",8301921,343.3,Beartooth_Billings_Clinic
TRT PHALANGEAL SHAFT FX CLS W/MANIP,8301939,511.2,Beartooth_Billings_Clinic
TRT RADIAL HEAD FX W/MANIPULATION,8301947,472.65,Beartooth_Billings_Clinic
INSERT NON-BIO DRUG DELIVER IMPLANT,8301954,212.7,Beartooth_Billings_Clinic
REMOVAL NON-BIO DRUG DELIVER IMPLAN,8301962,241.7,Beartooth_Billings_Clinic
REMOVE/REINSERT DRUG DELIVER IMPLAN,8301970,337.55,Beartooth_Billings_Clinic
REPAIR INTERMED WOUND 12051 PR,8301980,329.9,Beartooth_Billings_Clinic
US GUIDANCE FOR VENOUS ACCESS PF,8301985,72.4,Beartooth_Billings_Clinic
OPHTHALMIC US FOREIGN BODY PF 76529,8301988,187.8,Beartooth_Billings_Clinic
TRT GREAT HUMERAL TUBEROSITY FX PF,8302000,409.75,Beartooth_Billings_Clinic
SPIROMETRY BABD 94060 PR,8302010,26.25,Beartooth_Billings_Clinic
SPIROMETRY 94010 PF,8302012,15.75,Beartooth_Billings_Clinic
"EXCISION,BENIGN LESION 2.1-3CM11443",8302015,84.75,Beartooth_Billings_Clinic
INCIS/DRAIN BARTHOLIN GLAND ABSCESS,8302016,262.45,Beartooth_Billings_Clinic
TRT SHOULDER DISLOCATE PF 23650,8302018,475.65,Beartooth_Billings_Clinic
"ARTHROCENTISIS,ASP OR INJ MAJ BURSA",8302020,227.15,Beartooth_Billings_Clinic
TRT CLOSED ELBOW DISLOCATE W/O ANES,8302021,306.95,Beartooth_Billings_Clinic
"EXC MAL LESION(SCALP,NECK,HANDS,FEE",8302022,631.8,Beartooth_Billings_Clinic
"EXC THROMBOSED HEMERRHOID, EXTERNAL",8302023,109.5,Beartooth_Billings_Clinic
COLPOSCOPY OF VAGINA W/CERVIX IF PR,8302024,354.85,Beartooth_Billings_Clinic
EXC BENIGN LESION >4CM,8302025,450.6,Beartooth_Billings_Clinic
"TRT DISTAL RADIOULNAR DISLOC, CLSD",8302026,146.3,Beartooth_Billings_Clinic
IRRIGATION IMPLANTED VENOUS PF,8302027,59.18,Beartooth_Billings_Clinic
CRYOSURGERY PF,8302028,214.0,Beartooth_Billings_Clinic
ABD PARACENTESIS W/IMAGE PF,8302029,426.0,Beartooth_Billings_Clinic
NURS HM ADMIT 25 99304,8400004,219.95,Beartooth_Billings_Clinic
NURS HOME ADMIT MOD 35 99305 PR,8400012,309.0,Beartooth_Billings_Clinic
NURS HOME ADMIT 45 HIGH 99306 PR,8400020,393.05,Beartooth_Billings_Clinic
NURS HOME SUB CARE 10 99307 PR,8400038,105.25,Beartooth_Billings_Clinic
NURS HOME SUB CARE 15 99308 PR,8400046,162.15,Beartooth_Billings_Clinic
NURS HOME SUB CARE 25 99309 PR,8400053,213.1,Beartooth_Billings_Clinic
NURS HOME SUB CARE 35 99310 PR,8400061,315.8,Beartooth_Billings_Clinic
NURS HOME SUB CARE 30 99318 PR,8400079,224.95,Beartooth_Billings_Clinic
NURSING HOME DISCHRG <30 99315 PR,8400087,198.65,Beartooth_Billings_Clinic
NURSING HOME DISCHRG >30 99316 PR,8400095,242.85,Beartooth_Billings_Clinic
ASSISTED LIVING 15-29 MINUTES 99339,8400103,186.55,Beartooth_Billings_Clinic
ASSISTED LIVING > 30 MINUTES 99340,8400111,260.85,Beartooth_Billings_Clinic
ASSIST LIVING STRAIGHTFORWARD 15MIN,8400129,103.9,Beartooth_Billings_Clinic
"ASSISTED LIVING, LOW 25 MIN",8400137,190.1,Beartooth_Billings_Clinic
"ASSISTED LIVING, MODERATE 40 MIN",8400145,332.9,Beartooth_Billings_Clinic
HOME VISIT NEW PT 99341,8405003,180.75,Beartooth_Billings_Clinic
HOME VISIT ESTAB PATIENT LOW 99348,8405011,198.65,Beartooth_Billings_Clinic
HOME VISIT ESTAB PATIENT MOD 99349,8405029,289.65,Beartooth_Billings_Clinic
ASSTD LIVING MOD NEW PATIENT 99326,8405037,261.6,Beartooth_Billings_Clinic
ASSTD LIV STRAIGHTFORWARD15 99334,8405045,127.7,Beartooth_Billings_Clinic
ED LEVEL 1 99281 PR,8500001,123.75,Beartooth_Billings_Clinic
ED LEVEL 2 99282 PR,8500019,166.25,Beartooth_Billings_Clinic
ED LEVEL 3 99283 PR,8500027,250.1,Beartooth_Billings_Clinic
ED LEVEL 4 99284 PR,8500035,375.05,Beartooth_Billings_Clinic
ED LEVEL 5 99285 PR,8500043,558.4,Beartooth_Billings_Clinic
EKG INTERPRETATION 93010 PR,8500050,40.0,Beartooth_Billings_Clinic
DRAINAGE SIMPLE 10060 PR,8500068,244.65,Beartooth_Billings_Clinic
REMOVE FOREIGN BODY SIM 10120 PR,8500076,316.4,Beartooth_Billings_Clinic
REMOVE FOREIGN BODY COMP 10121 PR,8500084,645.9,Beartooth_Billings_Clinic
DRAINAGE HEMATOMA 10140 PR,8500092,383.35,Beartooth_Billings_Clinic
PUNCTURE ASPIRATE 10160 PR,8500100,306.15,Beartooth_Billings_Clinic
NAIL AVULSION SIMPLE 11730 PR,8500118,205.85,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12001 PR,8500126,325.3,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12002 PR,8500134,396.75,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12004 PR,8500142,468.5,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12005 PR,8500159,592.2,Beartooth_Billings_Clinic
REPAIR WOUND SIMPLE 12011 PR,8500167,399.3,Beartooth_Billings_Clinic
